id,external_id,name,her_nr,status,source_url
531,5259,SKYWELL (KAIWO),5259,completed,https://www.irishautoparts.ie
532,6176,SKYWORTH,6176,completed,https://www.irishautoparts.ie
34,1138,SMART,1138,completed,https://www.irishautoparts.ie
533,5595,SOL,5595,completed,https://www.irishautoparts.ie
534,675,SOLO,675,completed,https://www.irishautoparts.ie
535,4400,SOMMER MOTORCYCLES,4400,completed,https://www.irishautoparts.ie
536,3657,SOUEAST,3657,completed,https://www.irishautoparts.ie
537,5171,SPANIA GTA,5171,completed,https://www.irishautoparts.ie
538,1549,SPECTRE,1549,completed,https://www.irishautoparts.ie
539,4627,SPERANZA,4627,completed,https://www.irishautoparts.ie
540,6874,SPORTEQUIPE,6874,completed,https://www.irishautoparts.ie
541,2755,SPYKER,2755,completed,https://www.irishautoparts.ie
542,5262,SRM (BRILLIANCE),5262,completed,https://www.irishautoparts.ie
543,175,SSANGYONG,175,completed,https://www.irishautoparts.ie
544,1550,STANDARD AUTOMOBILE,1550,completed,https://www.irishautoparts.ie
545,2810,STANGUELLINI,2810,completed,https://www.irishautoparts.ie
546,176,STEYR,176,completed,https://www.irishautoparts.ie
547,4015,STREETSCOOTER,4015,completed,https://www.irishautoparts.ie
35,107,SUBARU,107,completed,https://www.irishautoparts.ie
548,2716,SUNBEAM,2716,completed,https://www.irishautoparts.ie
549,6479,SUPER SOCO,6479,completed,https://www.irishautoparts.ie
550,6905,SUR-RON,6905,completed,https://www.irishautoparts.ie
36,109,SUZUKI,109,completed,https://www.irishautoparts.ie
551,3199,SUZUKI (CHANGHE),3199,completed,https://www.irishautoparts.ie
552,4407,SWM,4407,completed,https://www.irishautoparts.ie
553,4611,SWM MOTORS,4611,completed,https://www.irishautoparts.ie
554,4245,SYM,4245,completed,https://www.irishautoparts.ie
555,4292,TAGAZ,4292,completed,https://www.irishautoparts.ie
556,6906,TALARIA,6906,completed,https://www.irishautoparts.ie
557,110,TALBOT,110,completed,https://www.irishautoparts.ie
558,6233,TANK,6233,completed,https://www.irishautoparts.ie
559,178,TATA,178,completed,https://www.irishautoparts.ie
560,3443,TAZZARI,3443,completed,https://www.irishautoparts.ie
561,3328,TESLA,3328,completed,https://www.irishautoparts.ie
562,4401,TGB,4401,completed,https://www.irishautoparts.ie
563,3514,THINK,3514,completed,https://www.irishautoparts.ie
564,3157,TIANQI MEIYA,3157,completed,https://www.irishautoparts.ie
565,6690,TINBOT,6690,completed,https://www.irishautoparts.ie
566,1551,TOFAS,1551,completed,https://www.irishautoparts.ie
567,5558,TOGG,5558,completed,https://www.irishautoparts.ie
568,4425,TOMOS,4425,completed,https://www.irishautoparts.ie
569,4080,TORNAX,4080,completed,https://www.irishautoparts.ie
37,111,TOYOTA,111,completed,https://www.irishautoparts.ie
570,3137,TOYOTA (FAW),3137,completed,https://www.irishautoparts.ie
571,3130,TOYOTA (GAC),3130,completed,https://www.irishautoparts.ie
572,187,TRABANT,187,completed,https://www.irishautoparts.ie
38,112,TRIUMPH,112,completed,https://www.irishautoparts.ie
573,6439,TROPOS,6439,completed,https://www.irishautoparts.ie
574,4496,TURBHO,4496,completed,https://www.irishautoparts.ie
575,861,TVR,861,completed,https://www.irishautoparts.ie
576,4554,TVS,4554,completed,https://www.irishautoparts.ie
577,1553,UAZ,1553,completed,https://www.irishautoparts.ie
578,4555,UM,4555,completed,https://www.irishautoparts.ie
579,1554,UMM,1554,completed,https://www.irishautoparts.ie
580,4762,UZ-DAEWOO,4762,completed,https://www.irishautoparts.ie
39,117,VAUXHALL,117,completed,https://www.irishautoparts.ie
581,1555,VECTOR,1555,completed,https://www.irishautoparts.ie
582,4646,VEM,4646,completed,https://www.irishautoparts.ie
583,7384,VENT,7384,completed,https://www.irishautoparts.ie
584,4379,VENTO,4379,completed,https://www.irishautoparts.ie
585,1556,VENTURI,1556,completed,https://www.irishautoparts.ie
586,3799,VENUCIA,3799,completed,https://www.irishautoparts.ie
587,6798,VERTIGO,6798,completed,https://www.irishautoparts.ie
588,4069,VESPA,4069,completed,https://www.irishautoparts.ie
589,6768,VIAUTO,6768,completed,https://www.irishautoparts.ie
590,4256,VICTORY,4256,completed,https://www.irishautoparts.ie
591,4324,VICTORY MOTORCYCLES,4324,completed,https://www.irishautoparts.ie
592,5118,VINFAST,5118,completed,https://www.irishautoparts.ie
593,2144,VM,2144,completed,https://www.irishautoparts.ie
594,5733,VOGE,5733,completed,https://www.irishautoparts.ie
40,120,VOLVO,120,completed,https://www.irishautoparts.ie
595,4167,VOLVO ASIA,4167,completed,https://www.irishautoparts.ie
596,5111,VORTEX,5111,completed,https://www.irishautoparts.ie
597,6223,VOYAH,6223,completed,https://www.irishautoparts.ie
598,4607,VUHL,4607,completed,https://www.irishautoparts.ie
41,121,VW,121,completed,https://www.irishautoparts.ie
599,8223,VW (ANHUI),8223,completed,https://www.irishautoparts.ie
600,2859,VW (FAW),2859,completed,https://www.irishautoparts.ie
601,3035,VW (SVW),3035,completed,https://www.irishautoparts.ie
602,8166,WALLYS,8166,completed,https://www.irishautoparts.ie
603,4323,WANGYE,4323,completed,https://www.irishautoparts.ie
604,6624,WANXIANG AUTO,6624,completed,https://www.irishautoparts.ie
605,186,WARTBURG,186,completed,https://www.irishautoparts.ie
606,5114,WELTMEISTER,5114,completed,https://www.irishautoparts.ie
607,907,WESTFIELD,907,completed,https://www.irishautoparts.ie
608,4751,WEY,4751,completed,https://www.irishautoparts.ie
609,1558,WIESMANN,1558,completed,https://www.irishautoparts.ie
610,2815,WILLYS,2815,completed,https://www.irishautoparts.ie
611,1541,WOLSELEY,1541,completed,https://www.irishautoparts.ie
612,8195,WOTTAN MOTOR,8195,completed,https://www.irishautoparts.ie
613,2874,WULING,2874,completed,https://www.irishautoparts.ie
614,3140,WULING (SGMW),3140,completed,https://www.irishautoparts.ie
615,6398,XBUS,6398,completed,https://www.irishautoparts.ie
616,8161,XCITE,8161,completed,https://www.irishautoparts.ie
617,6588,XEV,6588,completed,https://www.irishautoparts.ie
618,4667,XGJAO,4667,completed,https://www.irishautoparts.ie
619,8048,XIAOMI,8048,completed,https://www.irishautoparts.ie
620,5077,XINGYUE,5077,completed,https://www.irishautoparts.ie
621,5184,XPENG,5184,completed,https://www.irishautoparts.ie
622,6688,YADEA,6688,completed,https://www.irishautoparts.ie
623,1021,YAMAHA,1021,completed,https://www.irishautoparts.ie
624,7089,YANGWANG,7089,completed,https://www.irishautoparts.ie
625,4002,YEMA,4002,completed,https://www.irishautoparts.ie
626,5065,YIBEN,5065,completed,https://www.irishautoparts.ie
627,7732,YUANHANG,7732,completed,https://www.irishautoparts.ie
628,4764,YUDO,4764,completed,https://www.irishautoparts.ie
629,3193,YUEJIN,3193,completed,https://www.irishautoparts.ie
630,2816,YUGO,2816,completed,https://www.irishautoparts.ie
631,1559,YULON,1559,completed,https://www.irishautoparts.ie
632,5188,YULU,5188,completed,https://www.irishautoparts.ie
633,4788,ZAROOQ,4788,completed,https://www.irishautoparts.ie
634,124,ZASTAVA,124,completed,https://www.irishautoparts.ie
635,1139,ZAZ,1139,completed,https://www.irishautoparts.ie
636,4599,ZD,4599,completed,https://www.irishautoparts.ie
637,5258,ZEDRIV,5258,completed,https://www.irishautoparts.ie
638,8245,ZEEHO,8245,completed,https://www.irishautoparts.ie
639,6168,ZEEKR,6168,completed,https://www.irishautoparts.ie
640,4604,ZENOS CARS,4604,completed,https://www.irishautoparts.ie
641,4322,ZERO,4322,completed,https://www.irishautoparts.ie
642,2736,ZHONGHUA (BRILLIANCE),2736,completed,https://www.irishautoparts.ie
643,2911,ZHONGXING (ZX AUTO),2911,completed,https://www.irishautoparts.ie
644,2932,ZIL,2932,completed,https://www.irishautoparts.ie
645,4033,ZINORO,4033,completed,https://www.irishautoparts.ie
646,4802,ZNEN,4802,completed,https://www.irishautoparts.ie
647,5062,ZONGSHEN,5062,completed,https://www.irishautoparts.ie
648,6502,ZONTES,6502,completed,https://www.irishautoparts.ie
649,3160,ZOTYE,3160,completed,https://www.irishautoparts.ie
650,678,ZUENDAPP,678,completed,https://www.irishautoparts.ie
296,7809,i CAR,7809,completed,https://www.irishautoparts.ie
