id,manufacturer,model,external_id,name,year_from,year_to,status
1383,HONDA,LEAD,14002,LEAD,,,completed
1384,HONDA,LEGEND,8564,LEGEND IV (KB_) 10.2004-12.2013,10.2004,12.2013,completed
1385,HONDA,LEGEND,1544,LEGEND III (KA) 2.1996-9.2004,2.1996,9.2004,completed
1386,HONDA,LEGEND,3897,LEGEND II (KA) 1.1991-3.1996,1.1991,3.1996,completed
1387,HONDA,LEGEND,1266,LEGEND II Coupe (KA) 1.1991-3.1996,1.1991,3.1996,completed
1388,HONDA,LEGEND,1254,LEGEND I Coupe (KA_) 10.1987-3.1991,10.1987,3.1991,completed
1389,HONDA,LEGEND,1255,"LEGEND I (HS, KA) 1.1986-3.1991",1.1986,3.1991,completed
1390,HONDA,LIFE,6078,LIFE (JB_) 9.2003,9.2003,,completed
1391,HONDA,LIFE,6077,LIFE (JB) 9.2001-8.2003,9.2001,8.2003,completed
1392,HONDA,LOGO,4091,LOGO (GA) 10.1996-3.2002,10.1996,3.2002,completed
1393,HONDA,MBX,12278,MBX,,,completed
1394,HONDA,MONKEY,42952,MONKEY,,,completed
1395,HONDA,MONTESA 4-RIDE,37625,MONTESA 4-RIDE,,,completed
1396,HONDA,MONTESA COTA,14284,MONTESA COTA,,,completed
1397,HONDA,MSX,12279,MSX,,,completed
1398,HONDA,MTX,12280,MTX,,,completed
1399,HONDA,N600,1857,N600 III 6.1966-8.1974,6.1966,8.1974,completed
1400,HONDA,NAVI,36826,NAVI,,,completed
1401,HONDA,NB,12281,NB,,,completed
1402,HONDA,NC,12282,NC,,,completed
1403,HONDA,NC INTEGRA,12019,NC INTEGRA,,,completed
1404,HONDA,NES,13561,NES,,,completed
1405,HONDA,NH,12283,NH,,,completed
1406,HONDA,NPS,12319,NPS,,,completed
1407,HONDA,NR,37647,NR,,,completed
1408,HONDA,NS,12020,NS,,,completed
1409,HONDA,NSC,12284,NSC,,,completed
1410,HONDA,NSR,12285,NSR,,,completed
1411,HONDA,NSS,12286,NSS,,,completed
1412,HONDA,NSX,36927,NSX II Coupe (NC_) 6.2016,6.2016,,completed
1413,HONDA,NSX,3479,NSX I Convertible (NA) 3.1995-9.2005,3.1995,9.2005,completed
1414,HONDA,NSX,1262,NSX I Coupe (NA) 6.1990-9.2005,6.1990,9.2005,completed
1415,HONDA,NT,12287,NT,,,completed
1416,HONDA,NTV,12288,NTV,,,completed
1417,HONDA,NX,12289,NX,,,completed
1418,HONDA,ODYSSEY,38175,ODYSSEY (RL6) 9.2017,9.2017,,completed
1419,HONDA,ODYSSEY,10304,ODYSSEY (RL5) 8.2010,8.2010,,completed
1420,HONDA,ODYSSEY,35239,"ODYSSEY (RL3, RL4, RB) 9.2004-12.2010",9.2004,12.2010,completed
1421,HONDA,ODYSSEY,6384,"ODYSSEY (RL1, RA6, RA_) 9.1998",9.1998,,completed
1422,HONDA,ORTHIA / PARTNER,14368,"ORTHIA / PARTNER (EL_, EY_) 10.1995-9.2002",10.1995,9.2002,completed
1423,HONDA,PA,12258,PA,,,completed
1424,HONDA,PCX,12290,PCX,,,completed
1425,HONDA,PILOT,7933,PILOT 9.2002-7.2008,9.2002,7.2008,completed
1426,HONDA,PK,12291,PK,,,completed
1427,HONDA,PRELUDE,3500,PRELUDE V (BB_) 10.1996-12.2001,10.1996,12.2001,completed
1428,HONDA,PRELUDE,1277,PRELUDE IV (BB_) 12.1991-2.1997,12.1991,2.1997,completed
1429,HONDA,PRELUDE,1261,PRELUDE III (BA) 4.1986-11.1996,4.1986,11.1996,completed
1430,HONDA,PRELUDE,1258,PRELUDE II (AB) 1.1983-9.1987,1.1983,9.1987,completed
1431,HONDA,PRELUDE,1257,PRELUDE I Coupe (SN) 11.1978-4.1983,11.1978,4.1983,completed
1432,HONDA,PS,12292,PS,,,completed
1433,HONDA,PX,12293,PX,,,completed
1434,HONDA,QUINTET,1268,QUINTET (SU) 2.1980-4.1985,2.1980,4.1985,completed
1435,HONDA,RC,36246,RC,,,completed
1436,HONDA,RVF,12294,RVF,,,completed
1437,HONDA,S2000,3997,S2000 (AP) 3.1999,3.1999,,completed
1438,HONDA,SA,12295,SA,,,completed
1439,HONDA,SCV,12021,SCV,,,completed
1440,HONDA,SES,12272,SES,,,completed
1441,HONDA,SFX,12296,SFX,,,completed
1442,HONDA,SGX,12297,SGX,,,completed
1443,HONDA,SH,12298,SH,,,completed
1444,HONDA,SHUTTLE,1323,SHUTTLE (RA) 6.1994-6.2004,6.1994,6.2004,completed
1445,HONDA,SILVERWING,13490,SILVERWING,,,completed
1446,HONDA,SJ,12301,SJ,,,completed
1447,HONDA,SK,38458,SK,,,completed
1448,HONDA,SL,45022,SL,,,completed
1449,HONDA,SLR,12302,SLR,,,completed
1450,HONDA,SRX,12299,SRX,,,completed
1451,HONDA,ST,12303,ST,,,completed
1452,HONDA,STEPWGN,36205,STEPWGN (DBA-RK_) 10.2009-12.2015,10.2009,12.2015,completed
1453,HONDA,STEPWGN,6339,STEPWGN (DBA-RG_) 10.2005-9.2009,10.2005,9.2009,completed
1454,HONDA,STEPWGN,6338,"STEPWGN (LA-RF_, UA-RF_) 10.2000-9.2005",10.2000,9.2005,completed
1455,HONDA,STREAM,7469,STREAM (RN) 10.2005,10.2005,,completed
1456,HONDA,STREAM,4783,STREAM (RN) 5.2001,5.2001,,completed
1457,HONDA,SUPER CUB,43132,SUPER CUB,,,completed
1458,HONDA,SW-T,12304,SW-T,,,completed
1459,HONDA,SXR,12305,SXR,,,completed
1460,HONDA,TL,45019,TL,,,completed
1461,HONDA,VF,12306,VF,,,completed
1462,HONDA,VFR,12307,VFR,,,completed
1463,HONDA,VISION,13489,VISION,,,completed
1464,HONDA,VT,12308,VT,,,completed
1465,HONDA,VTR,12309,VTR,,,completed
1466,HONDA,VTX,12310,VTX,,,completed
1467,HONDA,WAVE,12311,WAVE,,,completed
1468,HONDA,X-ADV,37227,X-ADV,,,completed
1469,HONDA,X8R,12312,X8R,,,completed
1470,HONDA,XBR,12313,XBR,,,completed
1471,HONDA,XL,12314,XL,,,completed
1472,HONDA,XLR,12315,XLR,,,completed
1473,HONDA,XLV,44902,XLV,,,completed
1474,HONDA,XR,12316,XR,,,completed
1475,HONDA,XRE,14003,XRE,,,completed
1476,HONDA,XRV,12317,XRV,,,completed
1477,HONDA,Z,13486,Z,,,completed
1478,HONDA,ZB,12318,ZB,,,completed
1479,HONDA,ZR-V,44399,ZR-V 4.2023,4.2023,,completed
1480,HYUNDAI,ACCENT,38807,ACCENT V Saloon (HC) 1.2017,1.2017,,completed
1481,HYUNDAI,ACCENT,9145,ACCENT IV (RB) 11.2010-4.2019,11.2010,4.2019,completed
1482,HYUNDAI,ACCENT,10468,ACCENT IV Saloon (RB) 8.2010,8.2010,,completed
1483,HYUNDAI,ACCENT,5623,ACCENT III Saloon (MC) 11.2005-12.2012,11.2005,12.2012,completed
1484,HYUNDAI,ACCENT,5622,ACCENT III (MC) 8.2005-12.2010,8.2005,12.2010,completed
1485,HYUNDAI,ACCENT,4597,ACCENT II (LC) 9.1999-12.2012,9.1999,12.2012,completed
1486,HYUNDAI,ACCENT,4903,ACCENT II Saloon (LC) 9.1999-11.2017,9.1999,11.2017,completed
1487,HYUNDAI,ACCENT,1294,ACCENT I (X-3) 5.1994-12.2002,5.1994,12.2002,completed
1488,HYUNDAI,ACCENT,3864,ACCENT Saloon (X-3) 4.1994-12.2001,4.1994,12.2001,completed
1489,HYUNDAI,ATOS,3511,ATOS (MX) 1.1997-7.2015,1.1997,7.2015,completed
1490,HYUNDAI,AVANTE,6442,i30 (FD) 10.2007-7.2012,10.2007,7.2012,completed
1491,HYUNDAI,BAYON,42211,BAYON (BC3) 5.2021,5.2021,,completed
1492,HYUNDAI,COUPE,4849,COUPE II (GK) 1.2001-12.2012,1.2001,12.2012,completed
1493,HYUNDAI,COUPE,1575,COUPE I (RD) 5.1996-3.2004,5.1996,3.2004,completed
1494,HYUNDAI,ELANTRA,36491,"ELANTRA VI Saloon (AD, ADA) 9.2015-9.2022",9.2015,9.2022,completed
1495,HYUNDAI,ELANTRA,10165,"ELANTRA V Saloon (MD, UD) 9.2010-12.2017",9.2010,12.2017,completed
1496,HYUNDAI,ELANTRA,6442,i30 (FD) 10.2007-7.2012,10.2007,7.2012,completed
1497,HYUNDAI,ELANTRA,7471,ELANTRA IV Saloon (HD) 11.2005-12.2013,11.2005,12.2013,completed
1498,HYUNDAI,ELANTRA,4688,ELANTRA III (XD) 3.2000-8.2006,3.2000,8.2006,completed
1499,HYUNDAI,ELANTRA,4687,ELANTRA III Saloon (XD) 3.2000-7.2007,3.2000,7.2007,completed
1500,HYUNDAI,ELANTRA GT,10445,i30 (GD) 6.2011,6.2011,,completed
1501,HYUNDAI,EQUUS / CENTENNIAL,9144,EQUUS / CENTENNIAL (VI) 3.2009-12.2016,3.2009,12.2016,completed
1502,HYUNDAI,EQUUS / CENTENNIAL,6850,EQUUS / CENTENNIAL (JS) 10.1999-3.2009,10.1999,3.2009,completed
1503,HYUNDAI,GALLOPER,4694,GALLOPER II (JK-01) 2.1997-12.2003,2.1997,12.2003,completed
1504,HYUNDAI,GALLOPER,4942,GALLOPER I 8.1991-7.1998,8.1991,7.1998,completed
1505,HYUNDAI,GENESIS,13121,GENESIS (DH) 3.2014-6.2019,3.2014,6.2019,completed
1506,HYUNDAI,GENESIS,9142,GENESIS (BH) 1.2008-12.2015,1.2008,12.2015,completed
1507,HYUNDAI,GENESIS,9143,GENESIS Coupe 1.2008,1.2008,,completed
1508,HYUNDAI,GETZ,4901,GETZ (TB) 6.2001-1.2011,6.2001,1.2011,completed
1509,HYUNDAI,GRAND i10,11774,"i10 II (BA, IA) 8.2013-12.2021",8.2013,12.2021,completed
1510,HYUNDAI,GRAND I10,11774,"i10 II (BA, IA) 8.2013-12.2021",8.2013,12.2021,completed
1511,HYUNDAI,GRAND SANTA FÉ,11508,GRAND SANTA FÉ 1.2013-12.2019,1.2013,12.2019,completed
1512,HYUNDAI,GRANDEUR,44363,GRANDEUR (GN7) 11.2022,11.2022,,completed
1513,HYUNDAI,GRANDEUR,9626,GRANDEUR (HG) 1.2011,1.2011,,completed
1514,HYUNDAI,GRANDEUR,5485,GRANDEUR (TG) 6.2003-6.2012,6.2003,6.2012,completed
1515,HYUNDAI,H-1,4623,H-1 Van (A1) 10.1997-4.2008,10.1997,4.2008,completed
1516,HYUNDAI,H-1 / STAREX,1988,H-1 / STAREX Bus (A1) 6.1997,6.1997,,completed
1517,HYUNDAI,H100,1941,H100 Bus (P) 7.1993-10.2004,7.1993,10.2004,completed
1518,HYUNDAI,H100,4001,H100 Van 7.1993-2.2007,7.1993,2.2007,completed
1519,HYUNDAI,H350,14148,H350 Bus 4.2015,4.2015,,completed
1520,HYUNDAI,H350,14150,H350 Platform/Chassis 4.2015,4.2015,,completed
1521,HYUNDAI,H350,14151,H350 Van 4.2015,4.2015,,completed
1522,HYUNDAI,HIGHWAY VAN,4689,HIGHWAY VAN 3.2000-3.2004,3.2000,3.2004,completed
1523,HYUNDAI,i10,40259,"i10 III (AC3, AI3) 9.2019",9.2019,,completed
1524,HYUNDAI,i10,14488,i10 II Saloon 12.2013,12.2013,,completed
1525,HYUNDAI,i10,11774,"i10 II (BA, IA) 8.2013-12.2021",8.2013,12.2021,completed
1526,HYUNDAI,i10,7368,i10 I (PA) 10.2007-5.2018,10.2007,5.2018,completed
1527,HYUNDAI,i20,41340,"i20 III (BC3, BI3) 8.2020",8.2020,,completed
1528,HYUNDAI,i20,14317,i20 II Coupe (GB) 3.2015-9.2021,3.2015,9.2021,completed
1529,HYUNDAI,i20,13362,"i20 II (GB, IB) 11.2014-8.2021",11.2014,8.2021,completed
1530,HYUNDAI,i20,8009,"i20 I (PB, PBT) 8.2008-12.2015",8.2008,12.2015,completed
1531,HYUNDAI,i20 ACTIVE,36989,"i20 ACTIVE (IB, GB) 9.2015-8.2021",9.2015,8.2021,completed
1532,HYUNDAI,i30,38363,"i30 FASTBACK (PDE, PDEN) 6.2017",6.2017,,completed
1533,HYUNDAI,i30,37929,i30 Estate (PDE) 3.2017,3.2017,,completed
1534,HYUNDAI,i30,37426,"i30 (PDE, PD, PDEN) 11.2016",11.2016,,completed
1535,HYUNDAI,i30,11261,i30 Coupe 5.2013,5.2013,,completed
1536,HYUNDAI,i30,10736,i30 Estate (GD) 6.2012,6.2012,,completed
1537,HYUNDAI,i30,40141,i30 Hatchback Van (GDE) 6.2012,6.2012,,completed
1538,HYUNDAI,i30,10445,i30 (GD) 6.2011,6.2011,,completed
1539,HYUNDAI,i30,6442,i30 (FD) 10.2007-7.2012,10.2007,7.2012,completed
1540,HYUNDAI,i30,6985,i30 Estate (FD) 10.2007-6.2012,10.2007,6.2012,completed
1541,HYUNDAI,i40,10446,i40 I (VF) 3.2012-5.2019,3.2012,5.2019,completed
1542,HYUNDAI,i40,9650,i40 I CW (VF) 7.2011-5.2019,7.2011,5.2019,completed
1543,HYUNDAI,iLOAD,7377,iLOAD Cargo (TQ) 9.2007,9.2007,,completed
1544,HYUNDAI,INSTER,42892,INSTER (AX1) 9.2021,9.2021,,completed
1545,HYUNDAI,IONIQ,36715,IONIQ (AE) 3.2016-3.2023,3.2016,3.2023,completed
1546,HYUNDAI,IONIQ 5,41919,IONIQ 5 (NE) 7.2020,7.2020,,completed
1547,HYUNDAI,IONIQ 6,43787,IONIQ 6 (CE) 10.2022,10.2022,,completed
1548,HYUNDAI,ix20,9045,ix20 (JC) 11.2010-7.2019,11.2010,7.2019,completed
1549,HYUNDAI,ix35,8260,"ix35 (LM, EL, ELH) 8.2009-10.2016",8.2009,10.2016,completed
1550,HYUNDAI,ix55,8056,ix55 9.2006-12.2014,9.2006,12.2014,completed
1551,HYUNDAI,KAUAI,38087,"KONA (OS, OSE, OSI) 6.2017-7.2024",6.2017,7.2024,completed
1552,HYUNDAI,KONA,44235,KONA (SX2) 4.2023,4.2023,,completed
1553,HYUNDAI,KONA,38087,"KONA (OS, OSE, OSI) 6.2017-7.2024",6.2017,7.2024,completed
1554,HYUNDAI,LANTRA,1545,LANTRA II Estate (J-2) 6.1995-12.2001,6.1995,12.2001,completed
1555,HYUNDAI,LANTRA,3484,LANTRA II (J-2) 1.1995-12.2002,1.1995,12.2002,completed
1556,HYUNDAI,LANTRA,1295,LANTRA I (J-1) 10.1990-11.1995,10.1990,11.1995,completed
1557,HYUNDAI,MATRIX,4789,MATRIX (FC) 6.2001-8.2010,6.2001,8.2010,completed
1558,HYUNDAI,MONTANA,8043,MONTANA Travel (TQ) 9.2007,9.2007,,completed
1559,HYUNDAI,NEXO,38752,NEXO (FE) 3.2018,3.2018,,completed
1560,HYUNDAI,PONY,1296,PONY (X-2) 10.1989-1.1995,10.1989,1.1995,completed
1561,HYUNDAI,PONY,2017,PONY Saloon (X-1) 10.1985-9.1989,10.1985,9.1989,completed
1562,HYUNDAI,PONY,2016,PONY (X-1) 9.1982-12.1989,9.1982,12.1989,completed
1563,HYUNDAI,PONY,4508,PONY Wagon 2.1978-6.1986,2.1978,6.1986,completed
1564,HYUNDAI,PONY,4503,PONY 6.1974-12.1985,6.1974,12.1985,completed
1565,HYUNDAI,PONY / EXCEL,1297,PONY / EXCEL Saloon (X-2) 4.1989-1.1995,4.1989,1.1995,completed
1566,HYUNDAI,PORTER,11593,PORTER Platform/Chassis 5.2004,5.2004,,completed
1567,HYUNDAI,PORTER,7473,PORTER Bus 7.1994-4.2004,7.1994,4.2004,completed
1568,HYUNDAI,PORTER,7474,PORTER Platform/Chassis 7.1994-12.2004,7.1994,12.2004,completed
1569,HYUNDAI,PORTER,7475,PORTER Van 7.1994-4.2004,7.1994,4.2004,completed
1570,HYUNDAI,S COUPE,1298,S COUPE (SLC) 2.1990-5.1996,2.1990,5.1996,completed
1571,HYUNDAI,SANTA FE,38591,"SANTA FE IV (TM, TMA) 2.2018",2.2018,,completed
1572,HYUNDAI,SANTA FÉ,10515,"SANTA FÉ III (DM, DMA) 9.2012-12.2018",9.2012,12.2018,completed
1573,HYUNDAI,SANTA FÉ,41624,SANTA FÉ II SUV Van (CM) 10.2005-3.2015,10.2005,3.2015,completed
1574,HYUNDAI,SANTA FÉ,5600,SANTA FÉ II (CM) 1.2005-3.2015,1.2005,3.2015,completed
1575,HYUNDAI,SANTA FÉ,4712,SANTA FÉ I (SM) 11.2000-3.2006,11.2000,3.2006,completed
1576,HYUNDAI,SANTA FÉ,41623,SANTA FÉ I SUV Van (SM) 8.2000-3.2006,8.2000,3.2006,completed
1577,HYUNDAI,SANTA FE V,45329,SANTA FE V (MX5) 1.2024,1.2024,,completed
1578,HYUNDAI,SANTAMO,4740,SANTAMO 10.1998-12.2002,10.1998,12.2002,completed
1579,HYUNDAI,SOLARIS,38099,"SOLARIS Saloon (HCR, HCI) 1.2017",1.2017,,completed
1580,HYUNDAI,SONATA,39857,SONATA VIII (DN8) 3.2019,3.2019,,completed
1581,HYUNDAI,SONATA,14965,SONATA VII (LF) 3.2014-6.2023,3.2014,6.2023,completed
1582,HYUNDAI,SONATA,4847,SONATA VI (YF) 6.2009-12.2015,6.2009,12.2015,completed
1583,HYUNDAI,SONATA,5426,SONATA V (NF) 8.2004-11.2014,8.2004,11.2014,completed
1584,HYUNDAI,SONATA,3682,SONATA IV (EF) 3.1998-12.2005,3.1998,12.2005,completed
1585,HYUNDAI,SONATA,1300,SONATA III (Y-3) 7.1992-12.2000,7.1992,12.2000,completed
1586,HYUNDAI,SONATA,1299,SONATA II (Y-2) 9.1988-12.1993,9.1988,12.1993,completed
1587,HYUNDAI,STARIA,41997,STARIA Bus (US4) 1.2021,1.2021,,completed
1588,HYUNDAI,STARIA,42228,STARIA Van (US4) 1.2021,1.2021,,completed
1589,HYUNDAI,STELLAR,2018,"STELLAR (F31_, SF2_) 10.1983-12.1991",10.1983,12.1991,completed
1590,HYUNDAI,TERRACAN,41052,TERRACAN (HP) 6.2001-3.2008,6.2001,3.2008,completed
1591,HYUNDAI,TERRACAN,4836,TERRACAN (HP) 2.2001-3.2008,2.2001,3.2008,completed
1592,HYUNDAI,TIBURON,7479,TIBURON Coupe 1.2001-12.2008,1.2001,12.2008,completed
1593,HYUNDAI,TRAJET,41626,TRAJET Box Body/MPV (FO) 9.1999-7.2008,9.1999,7.2008,completed
1594,HYUNDAI,TRAJET,4627,TRAJET (FO) 1.1999-7.2008,1.1999,7.2008,completed
1595,HYUNDAI,TUCSON,41629,"TUCSON (NX4E, NX4A) 10.2020",10.2020,,completed
1596,HYUNDAI,TUCSON,14316,"TUCSON (TL, TLE) 5.2015-5.2023",5.2015,5.2023,completed
1597,HYUNDAI,TUCSON,41037,TUCSON SUV Van (TLE) 5.2015-12.2020,5.2015,12.2020,completed
1598,HYUNDAI,TUCSON,5157,TUCSON (JM) 6.2004-12.2019,6.2004,12.2019,completed
1599,HYUNDAI,VELOSTER,9575,VELOSTER (FS) 3.2011-12.2017,3.2011,12.2017,completed
1600,HYUNDAI,XG,35625,XG Saloon 9.2000-12.2005,9.2000,12.2005,completed
1601,HYUNDAI,XG,4096,XG (XG) 12.1998-12.2005,12.1998,12.2005,completed
1602,ISUZU,ASCENDER,5492,ASCENDER 6.2002,6.2002,,completed
1603,ISUZU,CAMPO,1607,CAMPO (KB) 4.1977-12.1991,4.1977,12.1991,completed
1604,ISUZU,D-MAX,41216,"D-MAX III Platform/Chassis (TFR, TFS) 11.2019",11.2019,,completed
1605,ISUZU,D-MAX,40683,"D-MAX III (TFR, TFS) 6.2019",6.2019,,completed
1606,ISUZU,D-MAX,11172,"D-MAX II Platform/Chassis (TFR, TFS) 6.2012",6.2012,,completed
1607,ISUZU,D-MAX,10252,"D-MAX II (TFR, TFS) 4.2012",4.2012,,completed
1608,ISUZU,D-MAX,8848,"D-MAX I Platform/Chassis (TFR, TFS) 10.2006-10.2012",10.2006,10.2012,completed
1609,ISUZU,D-MAX,5490,"D-MAX I (TFR, TFS) 5.2002-12.2012",5.2002,12.2012,completed
1610,ISUZU,GEMINI,5420,GEMINI 1.1990-12.1993,1.1990,12.1993,completed
1611,ISUZU,GEMINI,5419,GEMINI Saloon 1.1990-12.1993,1.1990,12.1993,completed
1612,ISUZU,GEMINI,1186,GEMINI (JT) 10.1984-12.1990,10.1984,12.1990,completed
1613,ISUZU,GEMINI,1185,GEMINI Saloon (JT) 9.1984-6.1990,9.1984,6.1990,completed
1614,ISUZU,GEMINI,38824,GEMINI Coupe (PF_) 6.1974-9.1984,6.1974,9.1984,completed
1615,ISUZU,IMPULSE,5421,IMPULSE 1.1990-12.1993,1.1990,12.1993,completed
1616,ISUZU,KB,10503,KB 7.2002,7.2002,,completed
1617,ISUZU,KB,10513,KB 5.1988-8.2004,5.1988,8.2004,completed
1618,ISUZU,KB,11294,KB 1.1980-12.1990,1.1980,12.1990,completed
1619,ISUZU,MIDI,3927,"MIDI Bus (94000, 98000) 6.1988-7.1996",6.1988,7.1996,completed
1620,ISUZU,MIDI,1188,"MIDI Van (94000, 98000) 6.1988-11.1998",6.1988,11.1998,completed
1621,ISUZU,MIDI,2057,MIDI Van (98000N) 6.1988-7.1996,6.1988,7.1996,completed
1622,ISUZU,PIAZZA,1844,PIAZZA (JR_) 6.1981-12.1990,6.1981,12.1990,completed
1623,ISUZU,TFR/TFS,7493,TFR/TFS Pickup (TF_) 9.1988-12.2002,9.1988,12.2002,completed
1624,ISUZU,TROOPER,5023,TROOPER III Open Off-Road Vehicle 4.2000-8.2004,4.2000,8.2004,completed
1625,ISUZU,TROOPER,4643,TROOPER III 5.1998-8.2004,5.1998,8.2004,completed
1626,ISUZU,TROOPER,5019,TROOPER II (UB) 8.1991-4.2000,8.1991,4.2000,completed
1627,ISUZU,TROOPER,5021,TROOPER II Open Off-Road Vehicle (UB) 8.1991-7.1998,8.1991,7.1998,completed
1628,ISUZU,TROOPER,1184,TROOPER I (UBS) 1.1983-12.1991,1.1983,12.1991,completed
1629,ISUZU,TROOPER,1187,TROOPER I Open Off-Road Vehicle (UBS) 1.1983-12.1991,1.1983,12.1991,completed
1630,IVECO,DAILY,14311,DAILY VI Bus 3.2014,3.2014,,completed
1631,IVECO,DAILY,13059,DAILY VI Platform/Chassis 3.2014,3.2014,,completed
1632,IVECO,DAILY,13060,DAILY VI Van 3.2014,3.2014,,completed
1633,IVECO,DAILY,42650,DAILY V Bus 9.2011-2.2014,9.2011,2.2014,completed
1634,IVECO,DAILY,10645,DAILY V Platform/Chassis 9.2011-2.2014,9.2011,2.2014,completed
1635,IVECO,DAILY,10648,DAILY V Van 9.2011-2.2014,9.2011,2.2014,completed
1636,IVECO,DAILY,9745,DAILY IV Bus 5.2006-12.2016,5.2006,12.2016,completed
1637,IVECO,DAILY,9527,DAILY IV Platform/Chassis 5.2006-3.2012,5.2006,3.2012,completed
1638,IVECO,DAILY,9525,DAILY IV Van 5.2006-3.2012,5.2006,3.2012,completed
1639,IVECO,DAILY,14309,DAILY III Bus 5.1999-5.2006,5.1999,5.2006,completed
1640,IVECO,DAILY,9523,DAILY III Van 5.1999-10.2009,5.1999,10.2009,completed
1641,IVECO,DAILY,9524,DAILY III Platform/Chassis 3.1998-10.2009,3.1998,10.2009,completed
1642,IVECO,DAILY,10642,DAILY II Bus 1.1989-5.1999,1.1989,5.1999,completed
1643,IVECO,DAILY,10641,DAILY II Platform/Chassis 1.1989-5.1999,1.1989,5.1999,completed
1644,IVECO,DAILY,10643,DAILY II Van 1.1989-8.2009,1.1989,8.2009,completed
1645,IVECO,DAILY,44779,DAILY I Bus 1.1978-12.1989,1.1978,12.1989,completed
1646,IVECO,DAILY,9522,DAILY I Platform/Chassis 1.1978-5.1999,1.1978,5.1999,completed
1647,IVECO,DAILY,9520,DAILY I Van 1.1978-8.1998,1.1978,8.1998,completed
1648,IVECO,MASSIF,7973,MASSIF Pickup 10.2008-2.2011,10.2008,2.2011,completed
1649,IVECO,MASSIF,7974,MASSIF Single Cab 10.2008-2.2011,10.2008,2.2011,completed
1650,IVECO,MASSIF,7972,MASSIF Station Wagon 10.2008-2.2011,10.2008,2.2011,completed
1651,JAGUAR,E-PACE,38078,E-PACE (X540) 9.2017,9.2017,,completed
1652,JAGUAR,E-TYPE,1712,E-TYPE 4.1961-4.1975,4.1961,4.1975,completed
1653,JAGUAR,E-TYPE,1714,E-TYPE Convertible 4.1961-4.1975,4.1961,4.1975,completed
1654,JAGUAR,E-TYPE 2+2,1713,E-TYPE 2+2 1.1965-4.1975,1.1965,4.1975,completed
1655,JAGUAR,F-PACE,14864,F-PACE (X761) 9.2015,9.2015,,completed
1656,JAGUAR,F-TYPE,11839,F-TYPE Coupe (X152) 9.2013,9.2013,,completed
1657,JAGUAR,F-TYPE,10822,F-TYPE Convertible (X152) 10.2012,10.2012,,completed
1658,JAGUAR,I-PACE,38533,I-PACE (X590) 2.2018,2.2018,,completed
1659,JAGUAR,Mk I,11319,Mk I 9.1955-9.1959,9.1955,9.1959,completed
1660,JAGUAR,Mk II,11023,Mk II 9.1955-10.1970,9.1955,10.1970,completed
1661,JAGUAR,Mk IX,11327,Mk IX 10.1958-7.1961,10.1958,7.1961,completed
1662,JAGUAR,Mk VII,11031,Mk VII 5.1950-10.1958,5.1950,10.1958,completed
1663,JAGUAR,Mk VIII,11908,Mk VIII 5.1956-10.1958,5.1956,10.1958,completed
1664,JAGUAR,Mk X,11033,Mk X MK I 9.1961-10.1970,9.1961,10.1970,completed
1665,JAGUAR,S-TYPE,3953,S-TYPE II (X200) 10.1998-12.2008,10.1998,12.2008,completed
1666,JAGUAR,S-TYPE,11037,S-TYPE I 5.1963-8.1968,5.1963,8.1968,completed
1667,JAGUAR,X-TYPE,5107,X-TYPE I Estate (X400) 9.2003-12.2009,9.2003,12.2009,completed
1668,JAGUAR,X-TYPE,4741,X-TYPE I (X400) 3.2001-11.2009,3.2001,11.2009,completed
1669,JAGUAR,XE,13223,XE (X760) 3.2015,3.2015,,completed
1670,JAGUAR,XF,37987,XF SPORTBRAKE (X260) 7.2017,7.2017,,completed
1671,JAGUAR,XF,14381,XF II (X260) 5.2015,5.2015,,completed
1672,JAGUAR,XF,10547,XF SPORTBRAKE (X250) 9.2012-12.2015,9.2012,12.2015,completed
1673,JAGUAR,XF,6720,XF I (X250) 3.2008-4.2015,3.2008,4.2015,completed
1674,JAGUAR,XJ,8797,XJ (X351) 10.2009-12.2019,10.2009,12.2019,completed
1675,JAGUAR,XJ,4977,"XJ (X350, X358) 3.2003-3.2009",3.2003,3.2009,completed
1676,JAGUAR,XJ,4138,XJ (X308) 9.1996-6.2003,9.1996,6.2003,completed
1677,JAGUAR,XJ,105,"XJ (X300, X330) 9.1994-12.1999",9.1994,12.1999,completed
1678,JAGUAR,XJ,95,"XJ (XJ40, XJ81) 10.1986-12.1995",10.1986,12.1995,completed
1679,JAGUAR,XJ,111,XJ Coupe 9.1973-3.1996,9.1973,3.1996,completed
1680,JAGUAR,XJ,101,XJ 7.1968-2.1993,7.1968,2.1993,completed
1681,JAGUAR,XJ220,13289,XJ220 Coupe (X27) 6.1991-12.1995,6.1991,12.1995,completed
1682,JAGUAR,XJSC,117,XJSC Convertible (X27) 7.1985-9.1997,7.1985,9.1997,completed
1683,JAGUAR,XK,5481,XK II Convertible (X150) 3.2006-7.2014,3.2006,7.2014,completed
1684,JAGUAR,XK,5480,XK II Coupe (X150) 3.2006-12.2014,3.2006,12.2014,completed
1685,JAGUAR,XK,11407,XK Convertible 9.1957-10.1960,9.1957,10.1960,completed
1686,JAGUAR,XK,11405,XK Coupe 9.1957-10.1960,9.1957,10.1960,completed
1687,JAGUAR,XK,11045,XK Convertible 1.1950-10.1954,1.1950,10.1954,completed
1688,JAGUAR,XK,11046,XK Coupe 9.1948-12.1954,9.1948,12.1954,completed
