id,manufacturer,model,external_id,name,year_from,year_to,status
1,AUDI,A1,38933,A1 Sportback (GBA) 7.2018,7.2018,,completed
2,AUDI,A1,9730,"A1 Sportback (8XA, 8XF) 9.2011-9.2019",9.2011,9.2019,completed
3,AUDI,A1,8604,"A1 (8X1, 8XK) 5.2010-9.2019",5.2010,9.2019,completed
4,ALFA ROMEO,145,278,145 (930_) 7.1994-1.2001,7.1994,1.2001,completed
5,ALFA ROMEO,146,1321,146 (930_) 12.1994-10.2001,12.1994,10.2001,completed
6,ALFA ROMEO,147,4735,147 (937_) 10.2000-12.2010,10.2000,12.2010,completed
7,ALFA ROMEO,155,282,155 (167_) 1.1992-12.1997,1.1992,12.1997,completed
8,ALFA ROMEO,156,2053,156 (932_) 9.1997-10.2005,9.1997,10.2005,completed
9,ALFA ROMEO,156,4635,156 Sportwagon (932_) 2.1997-5.2006,2.1997,5.2006,completed
10,ALFA ROMEO,159,5452,159 (939_) 6.2005-12.2012,6.2005,12.2012,completed
11,ALFA ROMEO,159,5543,159 Sportwagon (939_) 6.2005-12.2012,6.2005,12.2012,completed
12,ALFA ROMEO,164,287,164 (164_) 1.1987-10.1998,1.1987,10.1998,completed
13,ALFA ROMEO,166,3891,166 (936_) 9.1998-6.2007,9.1998,6.2007,completed
14,ALFA ROMEO,1750-2000,1818,1750-2000 (105_) 3.1968-7.1975,3.1968,7.1975,completed
15,ALFA ROMEO,1900,7546,1900 (190_) 10.1950-9.1959,10.1950,9.1959,completed
16,ALFA ROMEO,2300,4626,2300 (102_) 3.1974-12.1987,3.1974,12.1987,completed
17,ALFA ROMEO,2600,7549,2600 Berlina (117_) 1.1962-12.1969,1.1962,12.1969,completed
18,ALFA ROMEO,2600,7547,2600 Sprint (117_) 1.1962-12.1966,1.1962,12.1966,completed
19,ALFA ROMEO,2600,7548,2600 Spider (117_) 1.1961-12.1965,1.1961,12.1965,completed
20,ALFA ROMEO,33,295,33 (907_) 1.1990-9.1994,1.1990,9.1994,completed
21,ALFA ROMEO,33,305,33 Sportwagon (907_) 1.1990-9.1994,1.1990,9.1994,completed
22,ALFA ROMEO,33,300,33 Sportwagon (905_) 1.1984-12.1989,1.1984,12.1989,completed
23,ALFA ROMEO,33,291,33 (905_) 5.1983-12.1993,5.1983,12.1993,completed
24,ALFA ROMEO,4C,11241,4C (960_) 3.2013-12.2020,3.2013,12.2020,completed
25,ALFA ROMEO,4C SPIDER,13239,4C SPIDER (960_) 10.2014-12.2020,10.2014,12.2020,completed
26,ALFA ROMEO,6,309,6 (119_) 4.1979-12.1986,4.1979,12.1986,completed
27,ALFA ROMEO,75,312,75 (162_) 5.1985-12.1992,5.1985,12.1992,completed
28,ALFA ROMEO,8C,9071,8C SPIDER (920_) 1.2008-10.2010,1.2008,10.2010,completed
29,ALFA ROMEO,8C,9069,8C (920_) 1.2007-10.2009,1.2007,10.2009,completed
30,ALFA ROMEO,90,316,90 (162_) 9.1984-11.1987,9.1984,11.1987,completed
31,ALFA ROMEO,ALFASUD,325,ALFASUD Giardinetta (904_) 1.1978-12.1981,1.1978,12.1981,completed
32,ALFA ROMEO,ALFASUD,329,ALFASUD Sprint (902_) 9.1976-12.1989,9.1976,12.1989,completed
33,ALFA ROMEO,ALFASUD,321,ALFASUD (901_) 6.1972-6.1985,6.1972,6.1985,completed
34,ALFA ROMEO,ALFETTA,339,ALFETTA (116_) 7.1974-12.1984,7.1974,12.1984,completed
35,ALFA ROMEO,ALFETTA GT,334,ALFETTA GT (116_) 1.1974-1.1986,1.1974,1.1986,completed
36,ALFA ROMEO,AR 6,3847,AR 6 Bus (280_) 4.1985-12.1989,4.1985,12.1989,completed
37,ALFA ROMEO,AR 6,3848,AR 6 Van (280_) 4.1985-12.1989,4.1985,12.1989,completed
38,ALFA ROMEO,AR 8,3850,AR 8 Platform/Chassis (280_) 4.1978-12.1989,4.1978,12.1989,completed
39,ALFA ROMEO,AR 8,3849,AR 8 Van (280_) 4.1978-12.1989,4.1978,12.1989,completed
40,ALFA ROMEO,ARNA,353,ARNA (920_) 3.1983-12.1986,3.1983,12.1986,completed
41,ALFA ROMEO,BRERA,5479,BRERA (939_) 1.2006-5.2011,1.2006,5.2011,completed
42,ALFA ROMEO,GIULIA,36486,GIULIA (952_) 10.2015,10.2015,,completed
43,ALFA ROMEO,GIULIA,10217,GIULIA SPIDER (101_) 3.1962-2.1969,3.1962,2.1969,completed
44,ALFA ROMEO,GIULIA,345,GIULIA (105_) 1.1962-3.1979,1.1962,3.1979,completed
45,ALFA ROMEO,GIULIA,3686,GIULIA GT (105_) 1.1962-12.1980,1.1962,12.1980,completed
46,ALFA ROMEO,GIULIETTA,8603,GIULIETTA (940_) 4.2010-12.2020,4.2010,12.2020,completed
47,ALFA ROMEO,GIULIETTA,483,GIULIETTA (116_) 10.1977-12.1985,10.1977,12.1985,completed
48,ALFA ROMEO,GIULIETTA,7555,GIULIETTA Coupe (101_) 1.1958-12.1961,1.1958,12.1961,completed
49,ALFA ROMEO,GIULIETTA,7554,GIULIETTA Sprint Speciale (101_) 1.1958-12.1961,1.1958,12.1961,completed
50,ALFA ROMEO,GIULIETTA,7553,GIULIETTA Estate (101_) 1.1957-12.1962,1.1957,12.1962,completed
51,ALFA ROMEO,GIULIETTA,7551,GIULIETTA Berlina (101_) 1.1955-12.1962,1.1955,12.1962,completed
52,ALFA ROMEO,GIULIETTA,7552,GIULIETTA Spider (101_) 1.1955-12.1962,1.1955,12.1962,completed
53,ALFA ROMEO,GIULIETTA,7550,GIULIETTA Sprint (101_) 1.1954-12.1962,1.1954,12.1962,completed
54,ALFA ROMEO,GT,5080,GT (937_) 11.2003-9.2010,11.2003,9.2010,completed
55,ALFA ROMEO,GT,536,GT (105_) 3.1963-12.1977,3.1963,12.1977,completed
56,ALFA ROMEO,GTA,4625,GTA Coupe (113_) 5.1968-12.1976,5.1968,12.1976,completed
57,ALFA ROMEO,GTV,1460,GTV (916_) 9.1994-10.2005,9.1994,10.2005,completed
58,ALFA ROMEO,GTV,3389,GTV (116_) 1.1978-2.1987,1.1978,2.1987,completed
59,ALFA ROMEO,JUNIOR,45381,"JUNIOR (626_, 627_) 4.2024",4.2024,,completed
60,ALFA ROMEO,MATTA,7556,MATTA Open Off-Road Vehicle (AR5_) 1.1952-12.1954,1.1952,12.1954,completed
61,ALFA ROMEO,MITO,7587,MITO (955_) 8.2008-10.2018,8.2008,10.2018,completed
62,ALFA ROMEO,MONTREAL,1819,MONTREAL (105_) 12.1972-3.1979,12.1972,3.1979,completed
63,ALFA ROMEO,RZ,3602,RZ (162_) 1.1992-12.1994,1.1992,12.1994,completed
64,ALFA ROMEO,SPIDER,5567,SPIDER (939_) 3.2006-3.2011,3.2006,3.2011,completed
65,ALFA ROMEO,SPIDER,1461,SPIDER (916_) 9.1994-4.2005,9.1994,4.2005,completed
66,ALFA ROMEO,SPIDER,293,SPIDER (115_) 1.1971-12.1993,1.1971,12.1993,completed
67,ALFA ROMEO,SPIDER,289,SPIDER (105_) 3.1966-12.1977,3.1966,12.1977,completed
68,ALFA ROMEO,SPIDER,10181,SPIDER (102_) 1.1958-12.1961,1.1958,12.1961,completed
69,ALFA ROMEO,STELVIO,37292,STELVIO (949_) 12.2016,12.2016,,completed
70,ALFA ROMEO,SZ,3507,SZ (162_) 9.1988-8.1994,9.1988,8.1994,completed
71,ALFA ROMEO,TONALE,42679,TONALE (965_) 3.2022,3.2022,,completed
72,AUDI,100,36,100 C4 Avant (4A5) 12.1990-11.1994,12.1990,11.1994,completed
73,AUDI,100,19,100 C4 Saloon (4A2) 12.1990-4.1996,12.1990,4.1996,completed
74,AUDI,100,30,"100 C3 Avant (445, 446) 8.1982-11.1990",8.1982,11.1990,completed
75,AUDI,100,13,"100 C3 Saloon (443, 444) 8.1982-7.1991",8.1982,7.1991,completed
76,AUDI,100,25,"100 C2 Avant (435, 436) 7.1977-2.1983",7.1977,2.1983,completed
77,AUDI,100,10,"100 C2 Saloon (431, 433, 434) 6.1976-8.1984",6.1976,8.1984,completed
78,AUDI,100,48,100 C1 Coupe (817) 1.1970-12.1976,1.1970,12.1976,completed
79,AUDI,100,53,"100 C1 Saloon (801, 803, 805, 807, 811, 813, F104) 11.1968-7.1976",11.1968,7.1976,completed
80,AUDI,200,1940,"200 C3 Avant (447, 448) 9.1983-12.1991",9.1983,12.1991,completed
81,AUDI,200,176,"200 C3 Saloon (447, 448) 6.1983-12.1991",6.1983,12.1991,completed
82,AUDI,200,172,"200 C2 Saloon (437, 438) 10.1979-9.1982",10.1979,9.1982,completed
83,AUDI,50,433,50 (863) 8.1974-7.1978,8.1974,7.1978,completed
84,AUDI,60,1500,"60 (613, 615) 9.1968-8.1972",9.1968,8.1972,completed
85,AUDI,60,1501,"60 Variant (613, 615) 9.1968-8.1972",9.1968,8.1972,completed
86,AUDI,75,1502,"75 (613, 615) 9.1968-8.1972",9.1968,8.1972,completed
87,AUDI,75,4553,75 Variant (615) 9.1968-8.1972,9.1968,8.1972,completed
88,AUDI,80,6,80 B4 Avant (8C5) 9.1991-1.1996,9.1991,1.1996,completed
89,AUDI,80,1,80 B4 Saloon (8C2) 9.1991-7.1995,9.1991,7.1995,completed
90,AUDI,80,31,"80 B3 Saloon (893, 894, 8A2) 6.1986-10.1991",6.1986,10.1991,completed
91,AUDI,80,26,"80 B2 Saloon (811, 813, 814, 819, 853) 8.1978-3.1987",8.1978,3.1987,completed
92,AUDI,80,14,"80 B1 Saloon (80, 82) 5.1972-7.1978",5.1972,7.1978,completed
93,AUDI,80,8554,80 (613) 9.1966-8.1968,9.1966,8.1968,completed
94,AUDI,80,8555,80 Variant 9.1966-8.1968,9.1966,8.1968,completed
95,AUDI,90,84,"90 B3 (893, 894, 8A2) 4.1987-9.1991",4.1987,9.1991,completed
96,AUDI,90,78,"90 B2 (813, 814, 853) 8.1984-7.1988",8.1984,7.1988,completed
97,AUDI,A1 / S1,9730,"A1 Sportback (8XA, 8XF) 9.2011-9.2019",9.2011,9.2019,completed
98,AUDI,A1 / S1,8604,"A1 (8X1, 8XK) 5.2010-9.2019",5.2010,9.2019,completed
99,AUDI,A1 Allstreet,43038,A1 Allstreet (GBH) 7.2022,7.2022,,completed
100,AUDI,A1 City Carver,40147,A1 City Carver (GBH) 7.2019-6.2022,7.2019,6.2022,completed
101,AUDI,A2,4382,A2 (8Z0) 2.2000-8.2005,2.2000,8.2005,completed
102,AUDI,A3,40796,"A3 Limousine (8YS, 8YM) 3.2020",3.2020,,completed
103,AUDI,A3,40531,"A3 Sportback (8YA, 8YF) 11.2019",11.2019,,completed
104,AUDI,A3,11611,"A3 Convertible (8V7, 8VE) 10.2013-4.2021",10.2013,4.2021,completed
105,AUDI,A3,11282,"A3 Limousine (8VS, 8VM) 5.2013-8.2021",5.2013,8.2021,completed
106,AUDI,A3,10459,"A3 Sportback (8VA, 8VF) 9.2012-8.2021",9.2012,8.2021,completed
107,AUDI,A3,10253,"A3 (8V1, 8VK) 4.2012-10.2020",4.2012,10.2020,completed
108,AUDI,A3,6724,A3 Convertible (8P7) 4.2008-12.2013,4.2008,12.2013,completed
109,AUDI,A3,5143,A3 Sportback (8PA) 9.2004-12.2015,9.2004,12.2015,completed
110,AUDI,A3,4955,A3 (8P1) 5.2003-12.2013,5.2003,12.2013,completed
111,AUDI,A3,1557,A3 (8L1) 9.1996-9.2006,9.1996,9.2006,completed
112,AUDI,A3 / S3,11611,"A3 Convertible (8V7, 8VE) 10.2013-4.2021",10.2013,4.2021,completed
113,AUDI,A3 / S3,11282,"A3 Limousine (8VS, 8VM) 5.2013-8.2021",5.2013,8.2021,completed
114,AUDI,A3 / S3,10459,"A3 Sportback (8VA, 8VF) 9.2012-8.2021",9.2012,8.2021,completed
115,AUDI,A3 / S3,10253,"A3 (8V1, 8VK) 4.2012-10.2020",4.2012,10.2020,completed
116,AUDI,A3 / S3,5143,A3 Sportback (8PA) 9.2004-12.2015,9.2004,12.2015,completed
117,AUDI,A3 / S3,4955,A3 (8P1) 5.2003-12.2013,5.2003,12.2013,completed
118,AUDI,A3 / S3,1557,A3 (8L1) 9.1996-9.2006,9.1996,9.2006,completed
119,AUDI,A3 Allstreet,45351,A3 Allstreet (8YJ) 2.2024,2.2024,,completed
120,AUDI,A4,14696,"A4 B9 Avant (8W5, 8WD) 8.2015",8.2015,,completed
121,AUDI,A4,14695,"A4 B9 (8W2, 8WC) 5.2015",5.2015,,completed
122,AUDI,A4,6988,A4 B8 Avant (8K5) 11.2007-6.2017,11.2007,6.2017,completed
123,AUDI,A4,6418,A4 B8 (8K2) 8.2007-6.2017,8.2007,6.2017,completed
124,AUDI,A4,5376,A4 B7 (8EC) 11.2004-1.2009,11.2004,1.2009,completed
125,AUDI,A4,5377,A4 B7 Avant (8ED) 11.2004-11.2008,11.2004,11.2008,completed
126,AUDI,A4,4840,A4 B6 Convertible (8H7) 1.2002-12.2009,1.2002,12.2009,completed
127,AUDI,A4,41689,A4 B7 Convertible (8HE) 1.2002-1.2010,1.2002,1.2010,completed
128,AUDI,A4,4731,A4 B6 (8E2) 11.2000-12.2005,11.2000,12.2005,completed
129,AUDI,A4,4797,A4 B6 Avant (8E5) 2.2000-12.2005,2.2000,12.2005,completed
130,AUDI,A4,253,A4 B5 (8D2) 11.1994-12.2001,11.1994,12.2001,completed
131,AUDI,A4,3485,A4 B5 Avant (8D5) 11.1994-12.2002,11.1994,12.2002,completed
132,AUDI,A4 / S4,6988,A4 B8 Avant (8K5) 11.2007-6.2017,11.2007,6.2017,completed
133,AUDI,A4 / S4,6418,A4 B8 (8K2) 8.2007-6.2017,8.2007,6.2017,completed
134,AUDI,A4 / S4,5376,A4 B7 (8EC) 11.2004-1.2009,11.2004,1.2009,completed
135,AUDI,A4 / S4,5377,A4 B7 Avant (8ED) 11.2004-11.2008,11.2004,11.2008,completed
136,AUDI,A4 / S4,4840,A4 B6 Convertible (8H7) 1.2002-12.2009,1.2002,12.2009,completed
137,AUDI,A4 / S4,41689,A4 B7 Convertible (8HE) 1.2002-1.2010,1.2002,1.2010,completed
138,AUDI,A4 / S4,4731,A4 B6 (8E2) 11.2000-12.2005,11.2000,12.2005,completed
139,AUDI,A4 / S4,4797,A4 B6 Avant (8E5) 2.2000-12.2005,2.2000,12.2005,completed
140,AUDI,A4 Allroad,36378,"A4 Allroad B9 (8WH, 8WJ) 1.2016",1.2016,,completed
141,AUDI,A4 Allroad,8031,A4 Allroad B8 (8KH) 4.2009-6.2017,4.2009,6.2017,completed
142,AUDI,A5,45726,A5 Avant (FU5) 7.2024,7.2024,,completed
143,AUDI,A5,45725,A5 Hatchback (FU2) 7.2024,7.2024,,completed
144,AUDI,A5,37293,"A5 Convertible (F57, F5E) 11.2016",11.2016,,completed
145,AUDI,A5,36928,"A5 (F53, F5P) 6.2016",6.2016,,completed
146,AUDI,A5,37116,"A5 Sportback (F5A, F5F) 6.2016",6.2016,,completed
147,AUDI,A5,8030,A5 Convertible (8F7) 2.2009-10.2017,2.2009,10.2017,completed
148,AUDI,A5,8159,A5 Sportback (8TA) 7.2007-10.2017,7.2007,10.2017,completed
149,AUDI,A5,6243,A5 (8T3) 6.2007-10.2017,6.2007,10.2017,completed
150,AUDI,A5 / S5,8030,A5 Convertible (8F7) 2.2009-10.2017,2.2009,10.2017,completed
151,AUDI,A5 / S5,8159,A5 Sportback (8TA) 7.2007-10.2017,7.2007,10.2017,completed
152,AUDI,A5 / S5,6243,A5 (8T3) 6.2007-10.2017,6.2007,10.2017,completed
153,AUDI,A6,38844,A6 C8 Avant (4A5) 5.2018,5.2018,,completed
154,AUDI,A6,38843,A6 C8 (4A2) 2.2018,2.2018,,completed
155,AUDI,A6,9627,"A6 C7 Avant (4G5, 4GD) 5.2011-11.2019",5.2011,11.2019,completed
156,AUDI,A6,9154,"A6 C7 (4G2, 4GC) 11.2010-11.2019",11.2010,11.2019,completed
157,AUDI,A6,5381,A6 C6 Avant (4F5) 11.2004-8.2011,11.2004,8.2011,completed
158,AUDI,A6,5110,A6 C6 (4F2) 4.2004-8.2011,4.2004,8.2011,completed
159,AUDI,A6,3395,"A6 C5 Avant (4B5, 4B6) 11.1997-1.2006",11.1997,1.2006,completed
160,AUDI,A6,1891,"A6 C5 (4B2, 4B4) 1.1997-12.2005",1.1997,12.2005,completed
161,AUDI,A6,258,A6 C4 (4A2) 6.1994-1.1998,6.1994,1.1998,completed
162,AUDI,A6,3468,A6 C4 Avant (4A5) 6.1994-1.1998,6.1994,1.1998,completed
163,AUDI,A6 / S6,9627,"A6 C7 Avant (4G5, 4GD) 5.2011-11.2019",5.2011,11.2019,completed
164,AUDI,A6 / S6,9154,"A6 C7 (4G2, 4GC) 11.2010-11.2019",11.2010,11.2019,completed
165,AUDI,A6 / S6,5110,A6 C6 (4F2) 4.2004-8.2011,4.2004,8.2011,completed
166,AUDI,A6 Allroad,39591,A6 Allroad C8 (4AH) 11.2018,11.2018,,completed
167,AUDI,A6 Allroad,10161,"A6 Allroad C7 (4GH, 4GJ) 1.2012-9.2018",1.2012,9.2018,completed
168,AUDI,A6 Allroad,5546,A6 Allroad C6 (4FH) 3.2006-8.2011,3.2006,8.2011,completed
169,AUDI,A6 e-tron,45735,A6 e-tron Avant (GH5) 7.2024,7.2024,,completed
170,AUDI,A6 e-tron,45736,A6 e-tron Sportback (GHA) 7.2024,7.2024,,completed
171,AUDI,A7,38471,A7 Sportback (4KA) 10.2017,10.2017,,completed
172,AUDI,A7,8986,"A7 Sportback (4GA, 4GF) 7.2010-11.2019",7.2010,11.2019,completed
173,AUDI,A7 / S7,8986,"A7 Sportback (4GA, 4GF) 7.2010-11.2019",7.2010,11.2019,completed
174,AUDI,A8,38219,"A8 D5 (4N2, 4N8, 4NC, 4NL, 4NX) 6.2017",6.2017,,completed
175,AUDI,A8,8627,"A8 D4 (4H2, 4H8, 4HC, 4HL) 11.2009-11.2019",11.2009,11.2019,completed
176,AUDI,A8,4935,"A8 D3 (4E2, 4E8) 10.2002-12.2010",10.2002,12.2010,completed
177,AUDI,A8,265,"A8 D2 (4D2, 4D8) 3.1994-12.2005",3.1994,12.2005,completed
178,AUDI,A8 / S8,8627,"A8 D4 (4H2, 4H8, 4HC, 4HL) 11.2009-11.2019",11.2009,11.2019,completed
179,AUDI,A8 / S8,4935,"A8 D3 (4E2, 4E8) 10.2002-12.2010",10.2002,12.2010,completed
180,AUDI,A8L,8627,"A8 D4 (4H2, 4H8, 4HC, 4HL) 11.2009-11.2019",11.2009,11.2019,completed
181,AUDI,A8L,4935,"A8 D3 (4E2, 4E8) 10.2002-12.2010",10.2002,12.2010,completed
182,AUDI,ALLROAD,4632,ALLROAD C5 (4BH) 5.2000-8.2005,5.2000,8.2005,completed
183,AUDI,CABRIOLET,438,CABRIOLET B3 (8G7) 5.1991-8.2000,5.1991,8.2000,completed
184,AUDI,COUPE,202,"COUPE B3 (89, 8B3) 10.1988-12.1996",10.1988,12.1996,completed
185,AUDI,COUPE,194,"COUPE B2 (81, 855, 856) 7.1980-10.1988",7.1980,10.1988,completed
186,AUDI,E-TRON,40160,E-TRON Sportback (GEA) 9.2019-7.2023,9.2019,7.2023,completed
187,AUDI,E-TRON,39213,E-TRON (GEN) 9.2018-7.2023,9.2018,7.2023,completed
188,AUDI,E-TRON GT,41812,"E-TRON GT Saloon (F83, F8P) 7.2020",7.2020,,completed
189,AUDI,F103,8553,"72 Variant (613, 615) 4.1966-8.1968",4.1966,8.1968,completed
190,AUDI,F103,8552,"72 (613, 615) 8.1965-8.1968",8.1965,8.1968,completed
191,AUDI,Q2,36543,"Q2 (GAB, GAG) 6.2016",6.2016,,completed
192,AUDI,Q3,40155,Q3 Sportback (F3N) 6.2019,6.2019,,completed
193,AUDI,Q3,38997,Q3 (F3B) 7.2018,7.2018,,completed
194,AUDI,Q3,9731,"Q3 (8UB, 8UG) 6.2011-3.2020",6.2011,3.2020,completed
195,AUDI,Q4,42202,Q4 E-TRON Sportback (F4N) 6.2021,6.2021,,completed
196,AUDI,Q4,41930,Q4 E-TRON SUV (F4B) 7.2020,7.2020,,completed
197,AUDI,Q5,45817,Q5 (GUB) 1.2025,1.2025,,completed
198,AUDI,Q5,41715,Q5 Sportback (FYT) 11.2020,11.2020,,completed
199,AUDI,Q5,37161,"Q5 (FYB, FYG) 5.2016",5.2016,,completed
200,AUDI,Q5,7534,Q5 (8RB) 11.2008-4.2019,11.2008,4.2019,completed
201,AUDI,Q6,45332,Q6 E-TRON (GFB) 4.2024,4.2024,,completed
202,AUDI,Q7,14159,"Q7 (4MB, 4MG, 4MQ) 1.2015",1.2015,,completed
203,AUDI,Q7,5461,Q7 (4LB) 3.2006-1.2016,3.2006,1.2016,completed
204,AUDI,Q8,38836,"Q8 (4MN, 4MT) 2.2018",2.2018,,completed
205,AUDI,Q8 E-TRON,43701,Q8 E-TRON Sportback (GET) 11.2022-3.2025,11.2022,3.2025,completed
206,AUDI,Q8 E-TRON,43700,Q8 E-TRON SUV (GEG) 11.2022-3.2025,11.2022,3.2025,completed
207,AUDI,QUATTRO,3910,QUATTRO (85) 7.1980-7.1991,7.1980,7.1991,completed
208,AUDI,R8,36765,"R8 Spyder (4S9, 4SR) 5.2016",5.2016,,completed
209,AUDI,R8,14514,"R8 (4S3, 4SP) 7.2015",7.2015,,completed
210,AUDI,R8,8262,"R8 Spyder (427, 429) 2.2010-8.2016",2.2010,8.2016,completed
211,AUDI,R8,6244,"R8 (422, 423) 4.2007-12.2016",4.2007,12.2016,completed
212,AUDI,SUPER 90,4554,SUPER 90 9.1966-11.1971,9.1966,11.1971,completed
213,AUDI,TT,13274,"TT Roadster (FV9, FVR) 11.2014",11.2014,,completed
214,AUDI,TT,12912,"TT (FV3, FVP) 7.2014",7.2014,,completed
215,AUDI,TT,5608,TT Roadster (8J9) 3.2007-9.2014,3.2007,9.2014,completed
216,AUDI,TT,5544,TT (8J3) 7.2006-2.2015,7.2006,2.2015,completed
217,AUDI,TT,4089,TT Roadster (8N9) 10.1999-2.2007,10.1999,2.2007,completed
218,AUDI,TT,3851,TT (8N3) 10.1998-2.2007,10.1998,2.2007,completed
219,AUDI,V8,485,"V8 (441, 442, 4C2, 4C8) 10.1988-2.1994",10.1988,2.1994,completed
220,BMW,1,90001,1 (F70) 7.2024,7.2024,,completed
221,BMW,1,39565,1 (F40) 7.2019,7.2019,,completed
222,BMW,1,11003,1 (F21) 12.2011-12.2019,12.2011,12.2019,completed
223,BMW,1,9620,1 (F20) 7.2011-6.2019,7.2011,6.2019,completed
224,BMW,1,6713,1 Convertible (E88) 12.2007-12.2013,12.2007,12.2013,completed
225,BMW,1,6441,1 Coupe (E82) 10.2006-10.2013,10.2006,10.2013,completed
226,BMW,1,5114,1 (E81) 9.2006-9.2012,9.2006,9.2012,completed
227,BMW,1,10974,1 (E87) 2.2003-12.2013,2.2003,12.2013,completed
228,BMW,1500-2000,187,"1500-2000 (115, 116, 118, 121) 10.1962-11.1972",10.1962,11.1972,completed
229,BMW,1502-2002,1602,1502-2002 Touring (E6) 1.1971-7.1975,1.1971,7.1975,completed
230,BMW,1502-2002,1608,1502-2002 Convertible (E10) 12.1967-10.1975,12.1967,10.1975,completed
231,BMW,1502-2002,164,1502-2002 (E10) 9.1967-7.1977,9.1967,7.1977,completed
232,BMW,1600 GT,1640,1600 GT Coupe 10.1967-5.1969,10.1967,5.1969,completed
233,BMW,2,42440,2 Active Tourer (U06) 11.2021,11.2021,,completed
234,BMW,2,41933,"2 Coupe (G42, G87) 8.2021",8.2021,,completed
235,BMW,2,39800,2 Gran Coupe (F44) 11.2019,11.2019,,completed
236,BMW,2,13830,2 Gran Tourer (F46) 7.2014,7.2014,,completed
237,BMW,2,39642,2 Gran Tourer Van (F46) 7.2014,7.2014,,completed
238,BMW,2,13176,2 Convertible (F23) 3.2014-6.2021,3.2014,6.2021,completed
239,BMW,2,12791,2 Active Tourer (F45) 11.2013-10.2021,11.2013,10.2021,completed
240,BMW,2,39641,2 Active Tourer Van (F45) 11.2013-10.2021,11.2013,10.2021,completed
241,BMW,2,11599,"2 Coupe (F22, F87) 10.2012-6.2021",10.2012,6.2021,completed
242,BMW,2.5-3.2,224,2.5-3.2 Coupe (E9) 9.1967-3.1976,9.1967,3.1976,completed
243,BMW,2000,40960,2000 Coupe (120) 10.1965-6.1970,10.1965,6.1970,completed
244,BMW,2500-3.3,219,2500-3.3 (E3) 10.1968-4.1977,10.1968,4.1977,completed
245,BMW,3,39625,"3 Touring (G21, G81) 7.2019",7.2019,,completed
246,BMW,3,40436,3 Touring Van (G21) 7.2019,7.2019,,completed
247,BMW,3,39027,"3 (G20, G80, G28) 11.2018-12.2025",11.2018,12.2025,completed
248,BMW,3,11207,3 Gran Turismo (F34) 7.2012,7.2012,,completed
249,BMW,3,10266,3 Touring (F31) 7.2012-6.2019,7.2012,6.2019,completed
250,BMW,3,9831,"3 (F30, F80) 11.2011-10.2018",11.2011,10.2018,completed
251,BMW,3,6241,3 Convertible (E93) 5.2006-12.2013,5.2006,12.2013,completed
252,BMW,3,5569,3 Coupe (E92) 1.2005-12.2013,1.2005,12.2013,completed
253,BMW,3,5430,3 Touring (E91) 12.2004-12.2012,12.2004,12.2012,completed
254,BMW,3,5389,3 (E90) 2.2004-12.2013,2.2004,12.2013,completed
255,BMW,3,4751,3 Compact (E46) 3.2001-2.2005,3.2001,2.2005,completed
256,BMW,3,4571,3 Convertible (E46) 4.2000-12.2007,4.2000,12.2007,completed
257,BMW,3,4088,3 Touring (E46) 6.1999-7.2005,6.1999,7.2005,completed
258,BMW,3,3999,3 Coupe (E46) 12.1998-7.2006,12.1998,7.2006,completed
259,BMW,3,3397,3 (E46) 12.1997-5.2005,12.1997,5.2005,completed
260,BMW,3,1311,3 Touring (E36) 8.1994-12.1999,8.1994,12.1999,completed
261,BMW,3,299,3 Compact (E36) 1.1994-8.2000,1.1994,8.2000,completed
262,BMW,3,434,3 Convertible (E36) 3.1993-11.1999,3.1993,11.1999,completed
263,BMW,3,308,3 Coupe (E36) 10.1991-5.1999,10.1991,5.1999,completed
264,BMW,3,304,3 (E36) 9.1990-11.1998,9.1990,11.1998,completed
265,BMW,3,294,3 Touring (E30) 7.1987-10.1994,7.1987,10.1994,completed
266,BMW,3,290,3 (E30) 9.1982-3.1992,9.1982,3.1992,completed
267,BMW,3,430,3 Convertible (E30) 9.1982-11.1993,9.1982,11.1993,completed
268,BMW,3,286,3 (E21) 6.1975-3.1984,6.1975,3.1984,completed
269,BMW,315,44515,315 Convertible 4.1934-6.1937,4.1934,6.1937,completed
270,BMW,315,44518,315 Roadster 4.1934-7.1935,4.1934,7.1935,completed
271,BMW,315,44513,315 Saloon 4.1934-6.1937,4.1934,6.1937,completed
272,BMW,319,44691,319 Roadster 2.1935-7.1936,2.1935,7.1936,completed
273,BMW,319,44690,319 Convertible 12.1934-3.1937,12.1934,3.1937,completed
274,BMW,319,44689,319 Saloon 12.1934-3.1937,12.1934,3.1937,completed
275,BMW,320,44694,320 Convertible 2.1937-12.1938,2.1937,12.1938,completed
276,BMW,320,44693,320 Saloon 2.1937-12.1938,2.1937,12.1938,completed
277,BMW,321,44697,321 Convertible 12.1938-4.1941,12.1938,4.1941,completed
278,BMW,321,44696,321 Saloon 12.1938-4.1941,12.1938,4.1941,completed
279,BMW,326,44699,326 Convertible 2.1936-4.1941,2.1936,4.1941,completed
280,BMW,326,44698,326 Saloon 2.1936-4.1941,2.1936,4.1941,completed
281,BMW,340,37692,340 10.1949-6.1952,10.1949,6.1952,completed
282,BMW,4,42096,4 Gran Coupe (G26) 7.2021,7.2021,,completed
283,BMW,4,41276,"4 Convertible (G23, G83) 11.2020",11.2020,,completed
