id,manufacturer,manufacturer_external_id,external_id,name,status
1,AUDI,5,-1428226129,100,completed
2,AUDI,5,1307536344,200,completed
3,AUDI,5,-992823363,50,completed
4,AUDI,5,990099684,60,completed
5,AUDI,5,28876167,75,completed
6,AUDI,5,-231952883,80,completed
7,AUDI,5,1769205596,90,completed
8,AUDI,5,-1036201613,A1,completed
9,AUDI,5,-1893870440,A1 / S1,completed
10,AUDI,5,-536928311,A1 Allstreet,completed
11,AUDI,5,1893751861,A1 City Carver,completed
12,AUDI,5,-2145520449,A2,completed
13,AUDI,5,762007612,A3,completed
14,AUDI,5,-1115011535,A3 / S3,completed
15,AUDI,5,230380639,A3 Allstreet,completed
16,AUDI,5,-1098891,A4,completed
17,AUDI,5,821640998,A4 / S4,completed
18,AUDI,5,-1273214726,A4 Allroad,completed
19,AUDI,5,2037594996,A5,completed
20,AUDI,5,-1516355984,A5 / S5,completed
21,AUDI,5,-1063382091,A6,completed
22,AUDI,5,1810422881,A6 / S6,completed
23,AUDI,5,-1992640975,A6 Allroad,completed
24,AUDI,5,1674616146,A6 e-tron,completed
25,AUDI,5,347121625,A7,completed
26,AUDI,5,282624340,A7 / S7,completed
27,AUDI,5,-1577353637,A8,completed
28,AUDI,5,1119260130,A8 / S8,completed
29,AUDI,5,-1355309169,A8L,completed
30,AUDI,5,-417438485,ALLROAD,completed
31,AUDI,5,-1246658724,CABRIOLET,completed
32,AUDI,5,594688274,COUPE,completed
33,AUDI,5,925565096,E-TRON,completed
34,AUDI,5,1385892503,E-TRON GT,completed
35,AUDI,5,2008053690,F103,completed
36,AUDI,5,576465071,Q2,completed
37,AUDI,5,-2055364417,Q3,completed
38,AUDI,5,-1591590242,Q4,completed
39,AUDI,5,1545447405,Q5,completed
40,AUDI,5,2035698254,Q6,completed
41,AUDI,5,1874995883,Q7,completed
42,AUDI,5,-1487884932,Q8,completed
43,AUDI,5,454328919,Q8 E-TRON,completed
44,AUDI,5,1078998539,QUATTRO,completed
45,AUDI,5,1305709683,R8,completed
46,AUDI,5,767553827,SUPER 90,completed
47,AUDI,5,-2018319771,TT,completed
48,AUDI,5,259689599,V8,completed
49,ALFA ROMEO,2,253590637,145,completed
50,ALFA ROMEO,2,1035322734,146,completed
51,ALFA ROMEO,2,-1207662896,147,completed
52,ALFA ROMEO,2,325786444,155,completed
53,ALFA ROMEO,2,551759628,156,completed
54,ALFA ROMEO,2,-1895779837,159,completed
55,ALFA ROMEO,2,365280166,164,completed
56,ALFA ROMEO,2,1705252200,166,completed
57,ALFA ROMEO,2,125046793,1750-2000,completed
58,ALFA ROMEO,2,-1650590572,1900,completed
59,ALFA ROMEO,2,673230597,2300,completed
60,ALFA ROMEO,2,-1774419420,2600,completed
61,ALFA ROMEO,2,1823288724,33,completed
62,ALFA ROMEO,2,-382003525,4C,completed
63,ALFA ROMEO,2,-1645930095,4C SPIDER,completed
64,ALFA ROMEO,2,-1811217028,6,completed
65,ALFA ROMEO,2,997494499,75,completed
66,ALFA ROMEO,2,1100396290,8C,completed
67,ALFA ROMEO,2,1159729102,90,completed
68,ALFA ROMEO,2,558791602,ALFASUD,completed
69,ALFA ROMEO,2,-253318581,ALFETTA,completed
70,ALFA ROMEO,2,93559211,ALFETTA GT,completed
71,ALFA ROMEO,2,-2054762497,AR 6,completed
72,ALFA ROMEO,2,-1155896390,AR 8,completed
73,ALFA ROMEO,2,-1129167315,ARNA,completed
74,ALFA ROMEO,2,-1008759285,BRERA,completed
75,ALFA ROMEO,2,-1855542562,GIULIA,completed
76,ALFA ROMEO,2,13481879,GIULIETTA,completed
77,ALFA ROMEO,2,1797316635,GT,completed
78,ALFA ROMEO,2,-1240482419,GTA,completed
79,ALFA ROMEO,2,1308093301,GTV,completed
80,ALFA ROMEO,2,895794221,JUNIOR,completed
81,ALFA ROMEO,2,1889148121,MATTA,completed
82,ALFA ROMEO,2,2060498246,MITO,completed
83,ALFA ROMEO,2,94170078,MONTREAL,completed
84,ALFA ROMEO,2,1290037027,RZ,completed
85,ALFA ROMEO,2,-590036084,SPIDER,completed
86,ALFA ROMEO,2,1071653056,STELVIO,completed
87,ALFA ROMEO,2,201908593,SZ,completed
88,ALFA ROMEO,2,110613975,TONALE,completed
89,BMW,16,604245904,1,completed
90,BMW,16,1134989898,1500-2000,completed
91,BMW,16,-897620961,1502-2002,completed
92,BMW,16,553396521,1600 GT,completed
93,BMW,16,611040501,2,completed
94,BMW,16,953091552,2.5-3.2,completed
95,BMW,16,-1028753158,2000,completed
96,BMW,16,1108610074,2500-3.3,completed
97,BMW,16,-1805863027,3,completed
98,BMW,16,-1546578333,315,completed
99,BMW,16,167723169,319,completed
100,BMW,16,2093914663,320,completed
101,BMW,16,830340798,321,completed
102,BMW,16,121021884,326,completed
103,BMW,16,2070241547,340,completed
104,BMW,16,948089297,4,completed
105,BMW,16,-2082090447,5,completed
106,BMW,16,-391154976,501,completed
107,BMW,16,-1738391919,502,completed
108,BMW,16,-1719572596,503,completed
109,BMW,16,1138316026,507,completed
110,BMW,16,457500717,6,completed
111,BMW,16,977815777,600,completed
112,BMW,16,896970356,7,completed
113,BMW,16,-475574754,700,completed
114,BMW,16,2039470700,8,completed
115,BMW,16,1714110181,C,completed
116,BMW,16,-1577799058,C1,completed
117,BMW,16,1425149770,CE 02,completed
118,BMW,16,939548284,CE 04,completed
119,BMW,16,1302393511,F ( - 800cc),completed
120,BMW,16,1110091285,F (801cc - ),completed
121,BMW,16,-621720293,G,completed
122,BMW,16,729086953,GLAS,completed
123,BMW,16,483154183,HP,completed
124,BMW,16,1756474655,i3,completed
125,BMW,16,1585809335,i8,completed
126,BMW,16,-1123064905,ISETTA,completed
127,BMW,16,-1722454902,iX,completed
128,BMW,16,1498293098,K,completed
129,BMW,16,-1827297861,M,completed
130,BMW,16,538346507,M1,completed
131,BMW,16,-1116210752,R,completed
132,BMW,16,413492615,R 100,completed
133,BMW,16,1246357272,R 1100,completed
134,BMW,16,-1777147931,R 1150,completed
135,BMW,16,1968396885,R 1200,completed
136,BMW,16,960636148,R 1250,completed
137,BMW,16,-1899666958,R 1300,completed
138,BMW,16,1945139803,R 18,completed
139,BMW,16,1577598604,R 25,completed
140,BMW,16,2065348769,R 45,completed
141,BMW,16,-1553756025,R 50,completed
142,BMW,16,1830753422,R 60,completed
143,BMW,16,-1827785575,R 65,completed
144,BMW,16,-1663500197,R 69,completed
145,BMW,16,-1244840329,R 75,completed
146,BMW,16,364110273,R 80,completed
147,BMW,16,-246673218,R 850,completed
148,BMW,16,159944985,R 90,completed
149,BMW,16,1512086231,R 900,completed
150,BMW,16,-1670280522,S,completed
151,BMW,16,1514623194,V8,completed
152,BMW,16,1363968712,X1,completed
153,BMW,16,-439200609,X2,completed
154,BMW,16,587209287,X3,completed
155,BMW,16,-207280749,X4,completed
156,BMW,16,176572835,X5,completed
157,BMW,16,-61572620,X6,completed
158,BMW,16,820414709,X7,completed
159,BMW,16,1491278992,XM,completed
160,BMW,16,-1765134733,Z1,completed
161,BMW,16,2143590344,Z3,completed
162,BMW,16,1282152523,Z4,completed
163,BMW,16,-145118392,Z8,completed
164,CHEVROLET,138,-2015852450,ALERO,completed
165,CHEVROLET,138,1472822647,ASTRO,completed
166,CHEVROLET,138,-1275241717,AVALANCHE,completed
167,CHEVROLET,138,-764152390,AVEO,completed
168,CHEVROLET,138,607158789,AVEO / GENTRA,completed
169,CHEVROLET,138,848647852,AVEO / KALOS,completed
170,CHEVROLET,138,2119842835,AVEO U-VA,completed
171,CHEVROLET,138,1725593332,BERETTA,completed
172,CHEVROLET,138,-748262927,BLAZER S10,completed
173,CHEVROLET,138,1463445290,C1500,completed
174,CHEVROLET,138,-1182779500,C2500,completed
175,CHEVROLET,138,1111633488,CAMARO,completed
176,CHEVROLET,138,1168124855,CAPRICE,completed
177,CHEVROLET,138,104793865,CAPTIVA,completed
178,CHEVROLET,138,1775618058,CAPTIVA SPORT,completed
179,CHEVROLET,138,-41007014,CAVALIER,completed
180,CHEVROLET,138,2027567184,CORSA,completed
181,CHEVROLET,138,652612495,CORSICA,completed
182,CHEVROLET,138,817331173,CORVETTE,completed
183,CHEVROLET,138,-2029814648,CRUZE,completed
184,CHEVROLET,138,-582962651,EPICA,completed
185,CHEVROLET,138,860606986,EVANDA,completed
186,CHEVROLET,138,1515349841,EXPRESS,completed
187,CHEVROLET,138,878371808,G20,completed
188,CHEVROLET,138,-1219206387,HHR,completed
189,CHEVROLET,138,-2091292170,IMPALA,completed
190,CHEVROLET,138,-660898872,KALOS,completed
191,CHEVROLET,138,1700769942,LACETTI,completed
192,CHEVROLET,138,-236914954,LOVA,completed
193,CHEVROLET,138,-692875635,LUMINA,completed
194,CHEVROLET,138,-1423539253,LUMINA APV,completed
195,CHEVROLET,138,-1873439581,MALIBU,completed
196,CHEVROLET,138,88312868,MATIZ,completed
197,CHEVROLET,138,2017987745,MONTE CARLO,completed
198,CHEVROLET,138,-129804240,NIVA,completed
199,CHEVROLET,138,-881795545,NOVA,completed
200,CHEVROLET,138,-967183917,NUBIRA,completed
201,CHEVROLET,138,1391838786,OPTRA,completed
202,CHEVROLET,138,-1046818760,ORLANDO,completed
203,CHEVROLET,138,-1512424603,REZZO,completed
204,CHEVROLET,138,1840615163,S10,completed
205,CHEVROLET,138,-1424381637,S10 Pick Up,completed
206,CHEVROLET,138,-1228812455,SILVERADO 1500,completed
207,CHEVROLET,138,2108465658,SILVERADO 2500,completed
208,CHEVROLET,138,-401069794,SILVERADO 2500 HD,completed
209,CHEVROLET,138,610705514,SONIC,completed
210,CHEVROLET,138,1940568870,SPARK,completed
211,CHEVROLET,138,-2121955549,SPARK LITE,completed
212,CHEVROLET,138,-1258219359,SUBURBAN,completed
213,CHEVROLET,138,78627364,TAHOE,completed
214,CHEVROLET,138,1506991822,TRAILBLAZER,completed
215,CHEVROLET,138,1649007633,TRANS SPORT,completed
216,CHEVROLET,138,344109628,TRAX,completed
217,CHEVROLET,138,1823877147,VOLT,completed
218,CHEVROLET,138,-1060351034,ZAFIRA,completed
219,CHRYSLER,20,2094679576,300C,completed
220,CHRYSLER,20,2118812265,300M,completed
221,CHRYSLER,20,1837355890,CIRRUS,completed
222,CHRYSLER,20,-369906891,CONCORDE,completed
223,CHRYSLER,20,217701525,CROSSFIRE,completed
224,CHRYSLER,20,-895271117,DAYTONA,completed
225,CHRYSLER,20,981488983,DELTA,completed
226,CHRYSLER,20,-822600185,ES,completed
227,CHRYSLER,20,-1987512179,GRAND VOYAGER,completed
228,CHRYSLER,20,1987420406,LE BARON,completed
229,CHRYSLER,20,265501151,NEON,completed
230,CHRYSLER,20,-440407689,NEW YORKER,completed
231,CHRYSLER,20,-638537595,PT CRUISER,completed
232,CHRYSLER,20,-1186519471,SARATOGA,completed
233,CHRYSLER,20,1954969942,SEBRING,completed
234,CHRYSLER,20,1795756515,STRATUS,completed
235,CHRYSLER,20,-75275683,VIPER,completed
236,CHRYSLER,20,-1028754134,VISION,completed
237,CHRYSLER,20,1257176280,VOYAGER,completed
238,CHRYSLER,20,-922353374,VOYAGER / GRAND VOYAGER,completed
239,CHRYSLER,20,-517574443,YPSILON,completed
240,CITROËN,21,-1522077575,2 CV,completed
241,CITROËN,21,1762652973,ACADIANE,completed
242,CITROËN,21,-1790783606,AMI,completed
243,CITROËN,21,-622767286,AX,completed
244,CITROËN,21,1455158048,AXEL,completed
245,CITROËN,21,600508877,BERLINGO,completed
246,CITROËN,21,-1886577074,BERLINGO / BERLINGO FIRST,completed
247,CITROËN,21,1686680345,BERLINGO MULTISPACE,completed
248,CITROËN,21,-1415717405,BX,completed
249,CITROËN,21,-841705488,C-CROSSER,completed
250,CITROËN,21,-50892995,C-CROSSER ENTERPRISE,completed
251,CITROËN,21,-906562521,C-ELYSEE,completed
252,CITROËN,21,-2078660434,C-ZERO,completed
253,CITROËN,21,35124676,C1,completed
254,CITROËN,21,-862143076,C15,completed
255,CITROËN,21,-1888535543,C2,completed
256,CITROËN,21,-221991391,C2 ENTERPRISE,completed
257,CITROËN,21,996540987,C25,completed
258,CITROËN,21,-1358344079,C3,completed
259,CITROËN,21,-1289326702,C3 / C3 ORIGIN,completed
260,CITROËN,21,81757081,C3 AIRCROSS,completed
261,CITROËN,21,1019780995,C3 PICASSO,completed
262,CITROËN,21,-364578537,C35,completed
263,CITROËN,21,1333306966,C4,completed
264,CITROËN,21,924594506,C4 AIRCROSS,completed
265,CITROËN,21,363152691,C4 CACTUS,completed
266,CITROËN,21,-1624427688,C4 GRAND PICASSO,completed
267,CITROËN,21,2040336433,C4 PICASSO,completed
268,CITROËN,21,1616937839,C4 SPACETOURER,completed
269,CITROËN,21,2111441895,C4 X,completed
270,CITROËN,21,-1539800940,C5,completed
271,CITROËN,21,-1487906239,C5 AIRCROSS,completed
272,CITROËN,21,-843018197,C5 X,completed
273,CITROËN,21,427047975,C6,completed
274,CITROËN,21,-985391320,C8,completed
275,CITROËN,21,1424487148,CX,completed
276,CITROËN,21,-191002497,DISPATCH,completed
277,CITROËN,21,-1858830932,DS,completed
278,CITROËN,21,-1292623587,DS3,completed
279,CITROËN,21,1895101027,DS4,completed
280,CITROËN,21,374327446,DS5,completed
281,CITROËN,21,-533875141,DYANE,completed
282,CITROËN,21,1167496184,E-MEHARI,completed
283,CITROËN,21,617018563,EVASION,completed
284,CITROËN,21,1179013237,GRAND C4 SPACETOURER,completed
285,CITROËN,21,-1522892554,GS,completed
286,CITROËN,21,-1208682799,HY,completed
287,CITROËN,21,273751262,ID,completed
288,CITROËN,21,-616910451,JUMPER,completed
289,CITROËN,21,-2037760550,JUMPY,completed
290,CITROËN,21,1082156300,LNA,completed
291,CITROËN,21,2130063964,MEHARI,completed
292,CITROËN,21,-737562128,NEMO,completed
293,CITROËN,21,606564029,RELAY,completed
294,CITROËN,21,-1097424061,SAXO,completed
295,CITROËN,21,1986910896,SM,completed
296,CITROËN,21,-1705125846,SPACETOURER,completed
297,CITROËN,21,-1820103979,TRACTION AVANT,completed
298,CITROËN,21,1262712916,VISA,completed
299,CITROËN,21,22615533,XANTIA,completed
300,CITROËN,21,-502457258,XM,completed
301,CITROËN,21,46517290,XSARA,completed
302,CITROËN,21,1731530880,XSARA PICASSO,completed
303,CITROËN,21,848416419,ZX,completed
304,DACIA,139,-520329526,1300,completed
305,DACIA,139,842086488,1310,completed
306,DACIA,139,-81268905,BIGSTER,completed
307,DACIA,139,-914794905,DOKKER,completed
308,DACIA,139,449874009,DUSTER,completed
309,DACIA,139,-85331936,JOGGER,completed
310,DACIA,139,-1805012807,LODGY,completed
311,DACIA,139,1206906704,LOGAN,completed
312,DACIA,139,84514190,LOGAN MCV,completed
313,DACIA,139,-278751417,NOVA,completed
314,DACIA,139,805299929,SANDERO,completed
315,DACIA,139,1521133395,SOLENZA,completed
316,DACIA,139,-1839245893,SPRING,completed
317,DAEWOO,185,95006619,CIELO,completed
318,DAEWOO,185,-1440517887,DAMAS,completed
319,DAEWOO,185,-1033876406,ESPERO,completed
320,DAEWOO,185,-516133232,EVANDA,completed
321,DAEWOO,185,731138399,KALOS,completed
322,DAEWOO,185,1476512084,KORANDO,completed
323,DAEWOO,185,564916560,LACETTI,completed
324,DAEWOO,185,-912365672,LANOS,completed
325,DAEWOO,185,1038267866,LEGANZA,completed
326,DAEWOO,185,-958979144,LEMANS,completed
327,DAEWOO,185,-167409052,MATIZ,completed
328,DAEWOO,185,1052071223,MUSSO,completed
329,DAEWOO,185,1043968474,NEXIA,completed
330,DAEWOO,185,1295853890,NUBIRA,completed
331,DAEWOO,185,1721006877,PRINCE,completed
332,DAEWOO,185,46973729,REXTON,completed
333,DAEWOO,185,-675815264,REZZO,completed
334,DAEWOO,185,-540791830,TICO,completed
335,DAEWOO,185,1276914553,TOSCA,completed
336,DAIHATSU,25,1379348921,55 WIDE,completed
337,DAIHATSU,25,397872238,APPLAUSE,completed
338,DAIHATSU,25,-1715707423,CHARADE,completed
339,DAIHATSU,25,1279590217,CHARMANT,completed
340,DAIHATSU,25,67515374,COPEN,completed
341,DAIHATSU,25,-987000131,CUORE,completed
342,DAIHATSU,25,-425644426,EXTOL,completed
343,DAIHATSU,25,1464829712,FEROZA,completed
344,DAIHATSU,25,2050685205,FOURTRAK,completed
345,DAIHATSU,25,1958551573,GRAN MAX,completed
346,DAIHATSU,25,-1709160057,GRAN MOVE,completed
347,DAIHATSU,25,1567045962,HIJET,completed
348,DAIHATSU,25,-876625630,MATERIA,completed
349,DAIHATSU,25,-1023958137,MOVE,completed
350,DAIHATSU,25,46489697,ROCKY Soft Top,completed
351,DAIHATSU,25,1835410730,RUGGER,completed
352,DAIHATSU,25,-1623012273,SIRION,completed
353,DAIHATSU,25,-757273535,SPARCAR,completed
354,DAIHATSU,25,2029676694,STORIA,completed
355,DAIHATSU,25,-175899597,TAFT,completed
356,DAIHATSU,25,-985916530,TERIOS,completed
357,DAIHATSU,25,844422912,TERIOS KID,completed
358,DAIHATSU,25,774234318,TREVIS,completed
359,DAIHATSU,25,1292045852,WILDCAT/ROCKY,completed
360,DAIHATSU,25,-1758412888,YRV,completed
361,DODGE,29,-1707981173,AVENGER,completed
362,DODGE,29,-569282764,CALIBER,completed
363,DODGE,29,-33037993,CARAVAN,completed
364,DODGE,29,1526608192,CHALLENGER,completed
365,DODGE,29,789783996,CHARGER,completed
366,DODGE,29,526341190,DART,completed
367,DODGE,29,1167779297,DURANGO,completed
368,DODGE,29,802106249,GRAND CARAVAN,completed
369,DODGE,29,-1211241380,JOURNEY,completed
370,DODGE,29,445606343,NEON,completed
371,DODGE,29,24375802,NITRO,completed
372,DODGE,29,1056876267,RAM,completed
373,DODGE,29,-2087086709,RAM 1500,completed
374,DODGE,29,703875906,RAM 2500,completed
375,DODGE,29,-809857994,RAM 3500,completed
376,DODGE,29,264615069,RAMCHARGER,completed
377,DODGE,29,-1168622081,STRATUS,completed
378,DODGE,29,-553589421,VIPER,completed
379,FIAT,35,533789412,1100-1900,completed
380,FIAT,35,-215061644,124,completed
381,FIAT,35,-1994461275,125,completed
382,FIAT,35,-415968265,126,completed
383,FIAT,35,52596200,127,completed
384,FIAT,35,-630796276,128,completed
385,FIAT,35,-1020334579,130,completed
386,FIAT,35,-573320217,131,completed
387,FIAT,35,623825523,132,completed
388,FIAT,35,-745370910,147,completed
389,FIAT,35,-1860716087,1500,completed
390,FIAT,35,845991939,1500-2300,completed
391,FIAT,35,-1785393136,1900,completed
392,FIAT,35,-1798133871,238,completed
393,FIAT,35,-697866966,241,completed
394,FIAT,35,1361000741,242,completed
395,FIAT,35,1784945702,500,completed
396,FIAT,35,-497571406,500 C,completed
397,FIAT,35,976592140,500e,completed
398,FIAT,35,-1685498653,500L,completed
399,FIAT,35,-1762302570,500X,completed
400,FIAT,35,-1118725642,600,completed
401,FIAT,35,-743174332,600e / 600,completed
402,FIAT,35,878971539,850,completed
403,FIAT,35,322421060,900T/E Panorama,completed
404,FIAT,35,-100929341,900T/E Pulmino,completed
405,FIAT,35,179876675,ARGENTA,completed
406,FIAT,35,1122018214,BARCHETTA,completed
407,FIAT,35,152873971,BRAVA,completed
408,FIAT,35,-1378947254,BRAVO,completed
409,FIAT,35,-438957171,CAMPAGNOLA,completed
410,FIAT,35,-1238122447,CINQUECENTO,completed
411,FIAT,35,696985477,COUPE,completed
412,FIAT,35,-1018487083,CROMA,completed
413,FIAT,35,-1463919534,DINO,completed
414,FIAT,35,-670577411,DOBLO,completed
415,FIAT,35,-1815907733,DUCATO,completed
416,FIAT,35,-32703987,DUNA,completed
417,FIAT,35,-1308841130,ELBA,completed
418,FIAT,35,-525748639,FIORINO,completed
419,FIAT,35,1751417874,FIORINO Pick up,completed
420,FIAT,35,1282472491,FREEMONT,completed
421,FIAT,35,-439932991,FULLBACK,completed
422,FIAT,35,-939718223,GRANDE PUNTO,completed
423,FIAT,35,-655615893,IDEA,completed
424,FIAT,35,-1479939219,JAGST,completed
425,FIAT,35,1868973428,LINEA,completed
426,FIAT,35,1107391559,MAREA,completed
427,FIAT,35,-1583722591,MULTIPLA,completed
428,FIAT,35,1998863831,MULTIPLA VAN,completed
429,FIAT,35,829121804,PALIO,completed
430,FIAT,35,-2103743983,PANDA,completed
431,FIAT,35,-1948554108,PANDA VAN,completed
432,FIAT,35,1997186319,PREMIO,completed
433,FIAT,35,598258284,PUNTO,completed
434,FIAT,35,1583901600,PUNTO EVO,completed
435,FIAT,35,-274038001,QUBO,completed
436,FIAT,35,1118245725,REGATA,completed
437,FIAT,35,33762611,SCUDO,completed
438,FIAT,35,-299284123,SEDICI,completed
439,FIAT,35,-872509669,SEICENTO / 600,completed
440,FIAT,35,1175423062,SIENA,completed
441,FIAT,35,68138221,STILO,completed
442,FIAT,35,-1080113609,STRADA,completed
443,FIAT,35,400785422,TALENTO,completed
444,FIAT,35,1910282857,TEMPRA,completed
445,FIAT,35,1244826368,TIPO,completed
446,FIAT,35,1828099851,TOPOLINO,completed
447,FIAT,35,-875328070,ULYSSE,completed
448,FIAT,35,765238021,UNO,completed
449,FIAT,35,-813435140,X 1/9,completed
450,FORD,36,1004341754,A-SERIES,completed
451,FORD,36,-1251573952,B-MAX,completed
452,FORD,36,273183632,C-MAX,completed
453,FORD,36,-104479484,CAPRI,completed
454,FORD,36,-1891339274,CONSUL,completed
455,FORD,36,-864026242,CORTINA,completed
456,FORD,36,1275606644,COUGAR,completed
457,FORD,36,-1160153229,ECONOVAN,completed
458,FORD,36,-1219876681,ECOSPORT,completed
459,FORD,36,1248840790,ESCORT,completed
460,FORD,36,876125529,ESCORT CLASSIC,completed
461,FORD,36,1364776702,FIESTA,completed
462,FORD,36,-63911857,FOCUS,completed
463,FORD,36,453634189,FOCUS C-MAX,completed
464,FORD,36,1625303401,FUSION,completed
465,FORD,36,575026393,GALAXY,completed
466,FORD,36,-186473210,GRANADA,completed
467,FORD,36,757398216,GRAND C-MAX,completed
468,FORD,36,-574727795,GT,completed
469,FORD,36,-1160009578,IKON,completed
470,FORD,36,-936435615,KA,completed
471,FORD,36,-1644163965,KA Van,completed
472,FORD,36,-1060405181,KA+,completed
473,FORD,36,-861508492,KUGA,completed
474,FORD,36,959282077,MAVERICK,completed
475,FORD,36,-103176118,MONDEO,completed
476,FORD,36,-335257162,ORION,completed
477,FORD,36,-1562627149,P 100,completed
478,FORD,36,28170723,PUMA,completed
479,FORD,36,-1446672047,RANGER,completed
480,FORD,36,-974915735,S-MAX,completed
481,FORD,36,921449230,SCORPIO,completed
482,FORD,36,-1453022679,SIERRA,completed
483,FORD,36,-285469255,STREET KA,completed
484,FORD,36,-1503206878,TAUNUS,completed
485,FORD,36,-1432081182,TAUNUS 12M,completed
486,FORD,36,-749698749,TAUNUS 15M,completed
487,FORD,36,121785587,TAUNUS 17M,completed
488,FORD,36,-407910883,TAUNUS 20M,completed
489,FORD,36,-315843885,TAUNUS 26M,completed
490,FORD,36,-1207427409,TOURNEO CONNECT,completed
491,FORD,36,-1934998672,TOURNEO CONNECT / GRAND TOURNEO CONNECT,completed
492,FORD,36,-1374467038,TOURNEO COURIER,completed
493,FORD,36,271738340,TOURNEO CUSTOM,completed
494,FORD,36,972948334,TRANSIT,completed
495,FORD,36,1611050032,TRANSIT CONNECT,completed
496,FORD,36,-1143458081,TRANSIT COURIER,completed
497,FORD,36,201512697,TRANSIT CUSTOM,completed
498,FORD,36,-1095754004,TRANSIT TOURNEO,completed
499,FORD,36,-2130637434,ZEPHYR,completed
500,HONDA,45,-499477039,ACCORD,completed
501,HONDA,45,-112475551,ACTY,completed
502,HONDA,45,935653425,ADV,completed
503,HONDA,45,904463119,ANC,completed
504,HONDA,45,1641516741,ANF,completed
505,HONDA,45,265682755,BALLADE,completed
506,HONDA,45,-1643662536,BEAT,completed
507,HONDA,45,-1497724536,CA,completed
508,HONDA,45,1890031273,CAPA,completed
509,HONDA,45,-1033289343,CB ( - 500cc),completed
510,HONDA,45,-1381420738,CB (501cc - ),completed
511,HONDA,45,1432948918,CB HORNET,completed
512,HONDA,45,-399800954,CB SEVEN FIFTY,completed
513,HONDA,45,-1996731355,CBF,completed
514,HONDA,45,1247440841,CBR ( - 600cc),completed
515,HONDA,45,-517961597,CBR (601cc - ),completed
516,HONDA,45,-642238098,CBX,completed
517,HONDA,45,-1746587445,CG,completed
518,HONDA,45,-309060380,CH,completed
519,HONDA,45,765133454,CITY,completed
520,HONDA,45,-1546428689,CIVIC,completed
521,HONDA,45,645626093,CJ,completed
522,HONDA,45,1856099955,CL,completed
523,HONDA,45,1353407813,CLR,completed
524,HONDA,45,-774871539,CM,completed
525,HONDA,45,136186841,CMX,completed
526,HONDA,45,-1803284058,CN,completed
527,HONDA,45,193303617,CONCERTO,completed
528,HONDA,45,812640229,CR,completed
529,HONDA,45,-1762051931,CR-V,completed
530,HONDA,45,988391944,CR-Z,completed
531,HONDA,45,-2015658804,CRF,completed
532,HONDA,45,460166459,CRX,completed
533,HONDA,45,261955375,CTX,completed
534,HONDA,45,199320459,CX,completed
535,HONDA,45,-480249456,DAX,completed
536,HONDA,45,1269791478,DIO,completed
537,HONDA,45,-864809740,DN-01,completed
538,HONDA,45,-255519248,e,completed
539,HONDA,45,-212432429,e:Ny1,completed
540,HONDA,45,2047980720,ELEMENT,completed
541,HONDA,45,-1278204079,ELYSION,completed
542,HONDA,45,-1195238349,EM,completed
543,HONDA,45,688823467,FES,completed
544,HONDA,45,1405546278,FIT,completed
545,HONDA,45,48893210,FJS,completed
546,HONDA,45,513551210,FMX,completed
547,HONDA,45,-889246027,FORZA,completed
548,HONDA,45,-1109554547,FR-V,completed
549,HONDA,45,-927816770,FT,completed
550,HONDA,45,1366910132,FX,completed
551,HONDA,45,-1726821653,GB,completed
552,HONDA,45,-1320227023,GL,completed
553,HONDA,45,369744288,HR-V,completed
554,HONDA,45,1165127042,INSIGHT,completed
555,HONDA,45,-718090566,INTEGRA,completed
556,HONDA,45,-1508080066,JAZZ,completed
557,HONDA,45,559237943,LEAD,completed
558,HONDA,45,642516213,LEGEND,completed
559,HONDA,45,-500504459,LIFE,completed
560,HONDA,45,-313270130,LOGO,completed
561,HONDA,45,-330238063,MBX,completed
562,HONDA,45,1311926910,MONKEY,completed
563,HONDA,45,1974413934,MONTESA 4-RIDE,completed
564,HONDA,45,1425015575,MONTESA COTA,completed
565,HONDA,45,496126633,MSX,completed
566,HONDA,45,-132169398,MTX,completed
567,HONDA,45,1406561737,N600,completed
568,HONDA,45,-2050739593,NAVI,completed
569,HONDA,45,323656533,NB,completed
570,HONDA,45,-1806336834,NC,completed
571,HONDA,45,-1933725038,NC INTEGRA,completed
572,HONDA,45,1539265429,NES,completed
573,HONDA,45,517323300,NH,completed
574,HONDA,45,-1507052365,NPS,completed
575,HONDA,45,-255831114,NR,completed
576,HONDA,45,-732698807,NS,completed
577,HONDA,45,1301886269,NSC,completed
578,HONDA,45,251870033,NSR,completed
579,HONDA,45,-1713056853,NSS,completed
580,HONDA,45,713765632,NSX,completed
581,HONDA,45,413867734,NT,completed
582,HONDA,45,951112334,NTV,completed
583,HONDA,45,1899194272,NX,completed
584,HONDA,45,-1267470686,ODYSSEY,completed
585,HONDA,45,-276839468,ORTHIA / PARTNER,completed
586,HONDA,45,-800558104,PA,completed
587,HONDA,45,-749553458,PCX,completed
588,HONDA,45,-121135908,PILOT,completed
589,HONDA,45,597436110,PK,completed
590,HONDA,45,1799416293,PRELUDE,completed
591,HONDA,45,2074717982,PS,completed
592,HONDA,45,-1848194390,PX,completed
593,HONDA,45,909408995,QUINTET,completed
594,HONDA,45,-1231048288,RC,completed
595,HONDA,45,-1511663236,RVF,completed
596,HONDA,45,-277386249,S2000,completed
597,HONDA,45,-374770047,SA,completed
598,HONDA,45,-1345787859,SCV,completed
